EG	GN	SP	JW	Ori	LeftEnd	RightEnd
EG13952	ydhR	P0ACX3	JW1657	Clockwise	1744724	1745029
EG13953	ydhS	P77148	JW1658	Clockwise	1745155	1746759
EG13954	ydhT	P77147	JW1659	Counterclockwise	1746771	1747583
EG13955	ydhU	P77409	JW1660	Counterclockwise	1747587	1748372
EG13956	ydhV	P76192	JW5272	Counterclockwise	1749752	1751854
EG13957	ydhW	P77564	JW1662	Counterclockwise	1749101	1749748
EG13958	ydhX	P77375	JW5271	Counterclockwise	1748369	1749037
EG13959	ydhY	P0AAL6	JW1664	Counterclockwise	1751875	1752501
EG13960	ydhZ	P0ACX5	JW1665	Counterclockwise	1752956	1753165
EG13961	sufE	P76194	JW1669	Counterclockwise	1756898	1757314
EG13962	sufS	P77444	JW1670	Counterclockwise	1757327	1758547
EG13963	sufD	P77689	JW1671	Counterclockwise	1758544	1759815
EG13964	sufC	P77499	JW1672	Counterclockwise	1759790	1760536
EG13965	sufB	P77522	JW5273	Counterclockwise	1760546	1762033
EG13967	ydiH	P64476	JW1675	Counterclockwise	1762958	1763146
EG13968	ydiI	P77781	JW1676	Counterclockwise	1763246	1763656
EG13969	ydiJ	P77748	JW1677	Counterclockwise	1763653	1766709
EG13970	ydiK	P0AFS7	JW1678	Clockwise	1767098	1768210
EG13971	ydiL	P76196	JW1679	Clockwise	1768639	1768995
EG13972	ydiM	P76197	JW1680	Clockwise	1769095	1770309
EG13973	ydiN	P76198	JW5274	Clockwise	1770536	1771801
EG13974	ydiO	P0A9U8	JW5275	Clockwise	1775220	1776371
EG13975	ydiP	P77402	JW1686	Counterclockwise	1776414	1777325
EG13976	ydiQ	P76201	JW5276	Clockwise	1777641	1778405
EG13977	ydiR	P77378	JW1688	Clockwise	1778425	1779363
EG13978	ydiS	P77337	JW1689	Clockwise	1779419	1780708
EG13979	ydiT	P77714	JW1690	Clockwise	1780705	1780998
EG13980	ydiU	P77649	JW1696	Counterclockwise	1787832	1789268
EG13981	ydiV	P76204	JW1697	Counterclockwise	1789331	1790044
EG13984	ydiY	P76206	JW1711	Counterclockwise	1803349	1804107
EG13985	ydiZ	P64479	JW1713	Clockwise	1805424	1805714
EG13986	yniA	P77739	JW1714	Clockwise	1805820	1806680
EG13987	yniB	P76208	JW1715	Counterclockwise	1806721	1807257
EG13988	yniC	P77247	JW1716	Clockwise	1807404	1808072
EG13989	ydjM	P64481	JW5281	Clockwise	1808235	1808825
EG13990	ydjN	P77529	JW1718	Clockwise	1808958	1810349
EG13991	ydjO	P76210	JW1719	Counterclockwise	1810353	1811156
EG13992	cedA	P0AE60	JW1720	Counterclockwise	1811445	1811687
EG13993	cho	P76213	JW1730	Clockwise	1821539	1822426
EG13994	ves	P76214	JW1731	Counterclockwise	1822386	1822961
EG13995	astE	P76215	JW1733	Counterclockwise	1823979	1824947
EG13996	astB	P76216	JW1734	Counterclockwise	1824940	1826283
EG13997	astD	P76217	JW5282	Counterclockwise	1826280	1827758
EG13998	astA	P0AE37	JW1736	Counterclockwise	1827755	1828789
EG13999	astC	P77581	JW1737	Counterclockwise	1828786	1830006
EG14000	ydjX	P76219	JW1739	Clockwise	1831425	1832135
EG14001	ydjY	P76220	JW5283	Clockwise	1832140	1832817
EG14002	ydjZ	P76221	JW1741	Clockwise	1832832	1833539
EG14003	ynjA	P76222	JW1742	Clockwise	1833539	1834087
EG14004	ynjB	P76223	JW5284	Clockwise	1834097	1835263
EG14005	ynjC	P76224	JW5285	Clockwise	1835236	1836771
EG14006	ynjD	P76909	JW5286	Clockwise	1836771	1837424
EG14007	ynjE	P78067	JW5287	Clockwise	1837491	1838798
EG14008	ynjF	P76226	JW1747	Counterclockwise	1838807	1839427
EG14009	nudG	P77788	JW1748	Clockwise	1839514	1839921
EG14010	ynjH	P76227	JW1749	Counterclockwise	1839887	1840159
EG14011	ynjI	P76228	JW5288	Counterclockwise	1841855	1842895
EG14012	yebN	P76264	JW5830	Clockwise	1903712	1904278
EG14013	flhE	P76297	JW1867	Counterclockwise	1960604	1960996
EG14014	yebO	P64499	JW1814	Counterclockwise	1906285	1906572
EG14015	ynhG	P76193	JW1668	Counterclockwise	1755745	1756749
EG14016	ynhF	Null	Null	Counterclockwise	1735480	1735569
EG14018	kdgR	P76268	JW1816	Counterclockwise	1907332	1908123
EG14019	yebQ	P76269	JW5299	Clockwise	1908300	1909673
EG14020	yebR	P76270	JW1821	Counterclockwise	1913655	1914152
EG14021	yebS	P0AD03	JW1822	Clockwise	1914282	1915565
EG14022	yebT	P76272	JW1823	Clockwise	1915534	1918167
EG14023	rsmF	P76273	JW5301	Clockwise	1918247	1919686
EG14024	yebV	P64503	JW5302	Clockwise	1919804	1920040
EG14025	yebW	P76275	JW5303	Clockwise	1920145	1920336
EG14026	pphA	P55798	JW1827	Counterclockwise	1920337	1920993
EG14027	yebY	P64506	JW1828	Counterclockwise	1921389	1921730
EG14028	yebZ	P76278	JW1829	Counterclockwise	1921743	1922615
EG14029	yobA	P0AA57	JW1830	Counterclockwise	1922619	1922993
EG14030	yobB	P76280	JW1832	Clockwise	1923464	1924120
EG14031	exoX	P0AEK0	JW1833	Clockwise	1924144	1924806
EG14032	yecN	P64515	JW5308	Clockwise	1950290	1950685
EG14033	cmoA	P76290	JW1859	Clockwise	1950726	1951469
EG14034	cmoB	P76291	JW1860	Clockwise	1951466	1952437
EG14035	flhB	P76299	JW1869	Counterclockwise	1963067	1964215
EG14036	yecR	P76308	JW1892	Clockwise	1986246	1986569
EG14037	yecS	P0AFT2	JW1903	Counterclockwise	1995835	1996503
EG14038	dcyD	P76316	JW5313	Counterclockwise	1996518	1997504
EG14039	yedP	P76329	JW1938	Clockwise	2023535	2024350
EG14040	yedQ	P76330	JW5832	Counterclockwise	2024347	2026041
EG14041	yedR	P76334	JW1946	Counterclockwise	2031143	2031508
EG14044	yedV	P76339	JW1951	Counterclockwise	2034818	2036176
EG14045	yedW	P76340	JW5322	Counterclockwise	2036176	2036847
EG14046	hiuH	P76341	JW1953	Clockwise	2036980	2037393
EG14047	yedY	P76342	JW1954	Clockwise	2037502	2038506
EG14048	yedZ	P76343	JW1955	Clockwise	2038507	2039142
EG14049	zinT	P76344	JW1956	Clockwise	2039399	2040049
EG14050	yodB	P76345	JW5323	Clockwise	2040392	2040922
EG14051	yegH	P76389	JW5336	Clockwise	2135926	2137509
EG14052	yegI	P76393	JW2055	Counterclockwise	2147063	2149009
EG14053	yegJ	P76394	JW2056	Clockwise	2149209	2149670
EG14054	yegK	P76395	JW2057	Counterclockwise	2149735	2150496
EG14055	yegL	P76396	JW2058	Counterclockwise	2150493	2151152
EG14056	mdtA	P76397	JW5338	Clockwise	2152040	2153287
EG14057	mdtB	P76398	JW2060	Clockwise	2153287	2156409
EG14058	mdtC	P76399	JW2061	Clockwise	2156410	2159487
EG14059	yegP	P76402	JW5339	Clockwise	2163213	2163545
EG14060	yegQ	P76403	JW2066	Clockwise	2163692	2165053
EG14061	yegR	P76406	JW5837	Counterclockwise	2166013	2166330
EG14062	fbaB	P0A991	JW5344	Counterclockwise	2175534	2176586
EG14063	yegT	P76417	JW2085	Clockwise	2176843	2178120
EG14064	yegU	P76418	JW2086	Clockwise	2178117	2179121
EG14065	yegV	P76419	JW2087	Clockwise	2179118	2180083
EG14066	yegW	P0ACM5	JW2088	Counterclockwise	2180057	2180803
EG14067	yegX	P76421	JW5345	Counterclockwise	2180855	2181673
EG14068	thiD	P76422	JW2090	Counterclockwise	2181738	2182538
EG14069	thiM	P76423	JW2091	Counterclockwise	2182535	2183323
EG14070	rcnR	P64530	JW2092	Counterclockwise	2183546	2183818
EG14071	rcnA	P76425	JW2093	Clockwise	2183939	2184763
EG14072	yohN	P64534	JW5346	Clockwise	2184982	2185320
EG14073	yeiS	P64536	JW5359	Clockwise	2231622	2231861
EG14074	yeiT	P76440	JW2133	Clockwise	2232055	2233293
EG14075	lpxT	P76445	JW2162	Clockwise	2266876	2267589
EG14076	spr	P0AFV4	JW2163	Clockwise	2268001	2268567
EG14077	rtn	P76446	JW2164	Clockwise	2268748	2270304
EG14078	yfaP	P76462	JW2219	Counterclockwise	2325389	2326165
EG14079	yfaQ	P76463	JW2220	Counterclockwise	2326170	2327819
EG14082	yfaT	P76466	JW2223	Counterclockwise	2332358	2332981
EG14083	rhmA	P76469	JW2239	Counterclockwise	2356064	2356867
EG14084	rhmT	P76470	JW2240	Counterclockwise	2356885	2358174
EG14085	rhmD	P77215	JW2241	Counterclockwise	2358231	2359436
EG14086	rhmR	P77732	JW2242	Counterclockwise	2359451	2360233
EG14087	yfaY	P77808	JW2243	Counterclockwise	2360453	2361655
EG14088	yfaZ	P76471	JW5371	Counterclockwise	2361755	2362297
EG14089	arnB	P77690	JW5372	Clockwise	2363950	2365089
EG14090	arnC	P77757	JW2248	Clockwise	2365093	2366061
EG14091	arnA	P77398	JW2249	Clockwise	2366061	2368043
EG14092	arnD	P76472	JW2250	Clockwise	2368040	2368930
EG14093	arnT	P76473	JW2251	Clockwise	2368930	2370582
EG14094	arnF	P76474	JW5373	Clockwise	2370914	2371300
EG14095	yfbK	P76481	JW2265	Counterclockwise	2382017	2383744
EG14096	yfbL	P76482	JW2266	Clockwise	2383882	2384853
EG14097	yfbM	P76483	JW2267	Clockwise	2384956	2385459
EG14098	yfbN	P76484	JW2268	Counterclockwise	2385732	2386448
EG14099	yfbO	P76485	JW2269	Clockwise	2386657	2387079
EG14100	yfbP	P76486	JW2270	Clockwise	2387138	2387986
EG14101	alaA	P0A959	JW2287	Clockwise	2405583	2406800
EG14102	yfbR	P76491	JW2288	Clockwise	2406884	2407483
EG14103	yfbS	P0AFU2	JW2289	Counterclockwise	2407542	2409374
EG14104	yfbT	P77625	JW5376	Counterclockwise	2409461	2410111
EG14105	yfbU	P0A8W8	JW2291	Counterclockwise	2410122	2410616
EG14106	yfbV	P0A8D9	JW2292	Counterclockwise	2410699	2411154
EG14107	yfcD	P65556	JW2296	Counterclockwise	2416656	2417198
EG14108	yfcE	P67095	JW5377	Counterclockwise	2417256	2417810
EG14109	yfcF	P77544	JW2298	Counterclockwise	2417863	2418507
EG14110	yfcG	P77526	JW2299	Clockwise	2418643	2419290
EG14111	yfcH	P77775	JW2301	Clockwise	2419730	2420623
EG14112	yfcI	P77768	JW2302	Counterclockwise	2420671	2421561
EG14113	yfcJ	P77549	JW2319	Counterclockwise	2436964	2438142
EG14114	mnmC	P77182	JW5380	Clockwise	2439786	2441792
EG14115	yfcL	P64540	JW2322	Counterclockwise	2441913	2442191
EG14116	yfcM	P76938	JW5381	Counterclockwise	2442225	2442773
EG14117	yfcN	P0A8B2	JW2328	Clockwise	2446628	2447179
EG14118	yfcO	P76498	JW2329	Counterclockwise	2447250	2448071
EG14119	yfcP	P76499	JW2330	Counterclockwise	2448073	2448612
EG14120	yfcQ	P76500	JW2331	Counterclockwise	2448609	2449097
EG14121	yfcR	P76501	JW2332	Counterclockwise	2449094	2449606
EG14122	yfcS	P77599	JW2333	Counterclockwise	2449606	2450358
EG14125	yfcV	P77288	JW2336	Counterclockwise	2453105	2453668
EG14126	sixA	P76502	JW2337	Counterclockwise	2454349	2454834
EG14127	fadJ	P77399	JW2338	Counterclockwise	2455037	2457181
EG14128	fadI	P76503	JW2339	Counterclockwise	2457181	2458491
EG14129	yfcZ	P0AD33	JW2340	Counterclockwise	2458672	2458956
EG14130	yfdF	P76505	JW2342	Clockwise	2461034	2462092
EG14131	gtrA	P77682	JW2346	Clockwise	2465877	2466239
EG14132	gtrB	P77293	JW2347	Clockwise	2466236	2467156
EG14133	gtrS	P76507	JW5382	Clockwise	2467153	2468484
EG14135	yfdK	P77656	JW2350	Counterclockwise	2469099	2469539
EG14138	yfdP	P76512	JW2356	Clockwise	2471626	2471988
EG14139	yfdQ	P76513	JW2357	Clockwise	2472054	2472878
EG14140	yfdR	P76514	JW2358	Clockwise	2473006	2473542
EG14141	yfdS	P76515	JW2359	Clockwise	2473533	2473895
EG14142	yfdT	P76516	JW5887	Clockwise	2473895	2474200
EG14143	oxc	P0AFI0	JW2370	Counterclockwise	2488278	2489972
EG14144	yfdV	P0AA49	JW2369	Counterclockwise	2487264	2488208
EG14145	frc	P69902	JW2371	Counterclockwise	2490026	2491276
EG14146	yfdX	P76520	JW2372	Counterclockwise	2491789	2492424
EG14147	yfdY	P76521	JW2374	Counterclockwise	2493072	2493314
EG14148	ypdA	P0AA93	JW5388	Clockwise	2496693	2498390
EG14149	ypdB	P0AE39	JW2378	Clockwise	2498405	2499139
EG14150	ypdC	P77396	JW2379	Clockwise	2499152	2500009
EG14151	fryA	P77439	JW2380	Counterclockwise	2500012	2502507
EG14152	ypdE	P77585	JW2381	Counterclockwise	2502532	2503569
EG14153	ypdF	P76524	JW2382	Counterclockwise	2503569	2504654
EG14154	fryC	P77579	JW2383	Counterclockwise	2504669	2505916
EG14155	fryB	P69808	JW5389	Counterclockwise	2505938	2506264
EG14156	yfeO	P67729	JW2386	Clockwise	2507652	2508908
EG14157	mntH	P0A769	JW2388	Counterclockwise	2509490	2510728
EG14158	ybfP	P75737	JW0676	Clockwise	714635	715129
EG14159	yfeR	P0ACR7	JW2400	Counterclockwise	2523952	2524878
EG14160	yfeS	P78271	JW2413	Clockwise	2535771	2536505
EG14161	murR	P77245	JW2420	Counterclockwise	2542774	2543631
EG14162	murQ	P76535	JW2421	Clockwise	2543795	2544691
EG14163	murP	P77272	JW2422	Clockwise	2544695	2546119
EG14164	yfeW	P77619	JW5395	Clockwise	2546124	2547428
EG14165	yfeX	P76536	JW2424	Counterclockwise	2547668	2548567
EG14166	yfeY	P76537	JW2425	Counterclockwise	2548663	2549238
EG14167	yfeZ	P76538	JW2426	Counterclockwise	2549299	2549748
EG14168	ypeA	P76539	JW2427	Counterclockwise	2549735	2550160
EG14169	zipA	P77173	JW2404	Counterclockwise	2528269	2529255
EG14170	eutK	P76540	JW2431	Counterclockwise	2553250	2553750
EG14171	eutL	P76541	JW2432	Counterclockwise	2553763	2554422
EG14172	intZ	P76542	Null	Clockwise	2556880	2558088
EG14173	yffL	P76543	Null	Clockwise	2558279	2558920
EG14174	yffM	P76544	Null	Clockwise	2559390	2559635
EG14175	yffN	P76545	Null	Clockwise	2559647	2560015
EG14176	yffO	P76546	Null	Clockwise	2560133	2560549
EG14177	yffP	P76547	Null	Clockwise	2560546	2561139
EG14178	yffQ	P76548	Null	Clockwise	2561614	2561991
EG14179	yffR	P76549	Null	Clockwise	2562002	2562394
EG14180	yffS	P76550	Null	Clockwise	2562545	2563354
EG14181	eutA	P76551	JW2435	Counterclockwise	2563503	2564906
EG14182	eutH	P76552	JW2436	Counterclockwise	2564903	2566129
EG14183	eutG	P76553	JW2437	Counterclockwise	2566346	2567533
EG14184	eutJ	P77277	JW2438	Counterclockwise	2567523	2568359
EG14185	eutE	P77445	JW2439	Counterclockwise	2568370	2569773
EG14186	eutN	P0AEJ8	JW2440	Counterclockwise	2569785	2570072
EG14187	eutM	P0ABF4	JW2441	Counterclockwise	2570179	2570472
EG14188	eutD	P77218	JW2442	Counterclockwise	2570511	2571527
EG14189	eutT	P65643	JW2443	Counterclockwise	2571524	2572327
EG14190	eutQ	P76555	JW2444	Counterclockwise	2572324	2573025
EG14191	eutP	P76556	JW2445	Counterclockwise	2573000	2573479
EG14192	eutS	P63746	JW2446	Counterclockwise	2573492	2573827
EG14193	maeB	P76558	JW2447	Counterclockwise	2574120	2576399
EG14194	ypfG	P76559	JW2450	Counterclockwise	2579756	2580799
EG14195	ypfH	P76561	JW5396	Counterclockwise	2591094	2591792
EG14196	tmcA	P76562	JW2459	Counterclockwise	2591866	2593881
EG14197	ypfJ	P64429	JW2460	Counterclockwise	2593896	2594759
EG14198	alaC	P77434	JW2376	Counterclockwise	2495079	2496317
EG14199	yfgC	P66948	JW2479	Clockwise	2614116	2615579
EG14200	yfgD	P76569	JW2480	Clockwise	2615600	2615959
EG14201	hda	P69931	JW5397	Counterclockwise	2616097	2616798
EG14202	yfgF	P77172	JW2488	Counterclockwise	2624717	2626960
EG14203	yfgG	P64545	JW5399	Clockwise	2627312	2627503
EG14204	yfgH	P65290	JW5400	Clockwise	2627814	2628332
EG14205	yfgI	P76573	JW2490	Clockwise	2628348	2628887
EG14206	yfgJ	P76575	JW5402	Counterclockwise	2633621	2633836
EG14207	der	P0A6P5	JW5403	Counterclockwise	2633906	2635378
EG14208	bamB	P77774	JW2496	Counterclockwise	2635496	2636674
EG14209	yfgM	P76576	JW2497	Counterclockwise	2636685	2637305
EG14210	pbpC	P76577	JW2503	Counterclockwise	2643035	2645347
EG14211	hyfC	P77858	JW2468	Clockwise	2601869	2602816
EG14212	hyfD	P77416	JW2469	Clockwise	2602833	2604272
EG14213	hyfE	P0AEW1	JW2470	Clockwise	2604284	2604934
EG14214	hyfF	P77437	JW2471	Clockwise	2604939	2606519
EG14215	hyfG	P77329	JW2472	Clockwise	2606509	2608176
EG14216	hyfH	P77423	JW2473	Clockwise	2608186	2608731
EG14217	hyfI	P77668	JW5805	Clockwise	2608728	2609486
EG14218	hyfJ	P77453	JW2475	Clockwise	2609479	2609892
EG14219	hyfR	P71229	JW2476	Clockwise	2609922	2611934
EG14220	focB	P77733	JW2477	Clockwise	2611956	2612804
EG14221	yfgO	P0AFI9	JW2478	Counterclockwise	2612842	2613903
EG14222	bamD	P0AC02	JW2577	Clockwise	2734168	2734905
EG14223	yfiP	Q47319	JW5409	Clockwise	2717245	2717943
EG14224	yfiQ	P76594	JW2568	Clockwise	2717975	2720635
EG14225	yfiR	P64548	JW2584	Clockwise	2739897	2740415
EG14226	ypjD	P64432	JW2592	Clockwise	2745984	2746775
EG14229	yqiH	P77616	JW5508	Clockwise	3187903	3188652
EG14230	yqiI	P76656	JW5509	Clockwise	3188654	3189718
EG14231	yqiJ	P76657	JW3022	Clockwise	3190230	3190859
EG14232	yqiK	P77306	JW3023	Clockwise	3190886	3192547
EG14233	cusC	P77211	JW0561	Clockwise	594823	596196
EG14234	cusF	P77214	JW0562	Clockwise	596354	596686
EG14235	cusB	P77239	JW0563	Clockwise	596702	597925
EG14237	ylaB	P77473	JW5062	Counterclockwise	476291	477841
EG14238	ylaC	P0AAS0	JW5063	Counterclockwise	478005	478475
EG14239	maa	P77791	JW0448	Counterclockwise	478591	479142
EG14240	kefA	P77338	JW0454	Clockwise	485760	489122
EG14241	clpS	P0A8Q6	JW0865	Clockwise	922136	922456
EG14243	cspG	P0A978	JW0974	Clockwise	1050684	1050896
EG14244	ycgX	P75988	JW1148	Counterclockwise	1211926	1212330
EG14245	xisE	P75970	JW1127	Counterclockwise	1200010	1200255
EG14247	ymfI	P75972	JW5168	Clockwise	1200720	1201061
EG14248	ymfJ	P75973	Null	Counterclockwise	1200999	1201307
EG14249	cohE	P75974	JW1131	Counterclockwise	1201482	1202156
EG14250	ymfL	P75976	JW1133	Clockwise	1202491	1203048
EG14251	ymfM	P75977	JW1134	Clockwise	1203045	1203383
EG14255	ymfQ	P75982	JW1139	Clockwise	1206136	1206720
EG14256	yciU	P0A8L7	JW1240	Counterclockwise	1304845	1305174
EG14257	yciV	P77766	JW1258	Clockwise	1321244	1322125
EG14260	rbn	P0A8V0	JW2263	Clockwise	2379630	2380547
EG14261	elaD	Q47013	JW5840	Clockwise	2380735	2381946
EG14262	yciW	P76035	JW5200	Counterclockwise	1347004	1348131
EG14263	folX	P0AC19	JW2300	Clockwise	2419347	2419709
EG14264	cbl	Q47083	JW1966	Counterclockwise	2057988	2058938
EG14265	nac	Q47005	JW1967	Counterclockwise	2059040	2059957
EG14266	flgB	P0ABW9	JW1060	Clockwise	1130241	1130657
EG14267	flgC	P0ABX2	JW1061	Clockwise	1130661	1131065
EG14268	flgD	P75936	JW1062	Clockwise	1131077	1131772
EG14269	flgE	P75937	JW1063	Clockwise	1131797	1133005
EG14270	flgF	P75938	JW1064	Clockwise	1133025	1133780
EG14271	flgG	P0ABX5	JW1065	Clockwise	1133952	1134734
EG14272	flgJ	P75942	JW1068	Clockwise	1136594	1137535
EG14273	flhA	P76298	JW1868	Counterclockwise	1960996	1963074
EG14274	mhpD	P77608	JW0341	Clockwise	371339	372148
EG14275	ycgY	P76012	JW1185	Clockwise	1244383	1244823
EG14276	mlaA	P76506	JW2343	Counterclockwise	2462274	2463029
EG14278	ykgI	P75687	JW5039	Counterclockwise	317555	317791
EG14279	yaiY	P0AAP7	JW0370	Counterclockwise	398249	398557
EG14280	yaiZ	P0AAQ0	JW5053	Clockwise	398817	399029
EG14281	cspH	P0A982	JW5134	Counterclockwise	1050186	1050398
EG14283	ykfF	P75677	JW5023	Counterclockwise	264528	264767
EG14284	ypjF	Q46953	JW2627	Clockwise	2775475	2775804
EG14286	ninE	Q47270	JW0536	Clockwise	572144	572314
EG14287	ycaR	P0AAZ7	JW0900	Clockwise	969896	970078
EG14288	ycgZ	P75991	JW1151	Clockwise	1215012	1215248
EG14289	ymgA	P75992	JW1152	Clockwise	1215291	1215563
EG14290	ariR	P75993	JW1153	Clockwise	1215592	1215858
EG14291	ymgC	P75994	JW1154	Clockwise	1215971	1216219
EG14292	ymgD	P0AB46	JW5177	Counterclockwise	1221528	1221857
EG14293	ychQ	Q46755	JW1204	Clockwise	1266147	1266539
EG14294	ynaJ	P64445	JW1326	Clockwise	1395389	1395646
EG14295	ymjA	P0ACV8	JW1288	Counterclockwise	1355447	1355692
EG14296	ynaK	P76068	JW1359	Clockwise	1423401	1423664
EG14298	ynbE	P64448	JW1377	Clockwise	1443711	1443896
EG14299	paaB	P76078	JW1384	Clockwise	1452892	1453179
EG14300	yncJ	P64459	JW1432	Counterclockwise	1506858	1507088
EG14301	bdm	P76127	JW5239	Counterclockwise	1554089	1554304
EG14302	hokE	P77091	JW5084	Clockwise	607059	607211
EG14303	cnu	P64467	JW1617	Clockwise	1702973	1703188
EG14304	yoaF	P64493	JW1782	Counterclockwise	1875302	1875556
EG14305	yoaG	P64496	JW1785	Counterclockwise	1877427	1877609
EG14306	yoaH	P67338	JW1800	Counterclockwise	1892576	1892755
EG14307	yodC	P64517	JW1940	Counterclockwise	2026212	2026394
EG14313	yqaE	P0AE42	JW2641	Counterclockwise	2794892	2795050
EG14314	yqjK	Q47710	JW3071	Clockwise	3248099	3248398
EG14316	yecT	P76296	JW5310	Clockwise	1959996	1960484
EG14319	ysaA	P56256	JW3545	Counterclockwise	3739132	3739605
EG14320	rffT	P56258	JW5596	Clockwise	3975548	3976627
EG14321	ysgA	P56262	JW5853	Counterclockwise	4013377	4014192
EG14322	tatB	P69425	JW5580	Clockwise	4020241	4020756
EG14323	ykgJ	P0AAL9	JW0282	Counterclockwise	303077	303406
EG14324	matA	P71301	JW5031	Counterclockwise	309970	310560
EG14325	ykgL	P56257	JW5033	Clockwise	311336	311563
EG14326	ykgM	P0A7N1	JW5035	Counterclockwise	311738	312001
EG14328	ybhT	P0AAW9	JW5102	Clockwise	793996	794145
EG14329	ybgT	P56100	JW0724	Clockwise	773419	773532
EG14330	ypjJ	P58033	JW5421	Clockwise	2774899	2775099
EG14331	ykfG	Q47685	JW0236	Counterclockwise	263480	263956
EG14332	ykfH	Q9XB42	JW5956	Counterclockwise	263250	263471
EG14333	ykfI	P77692	JW0234	Counterclockwise	262552	262893
EG14334	yceO	P64442	JW1045	Counterclockwise	1118530	1118670
EG14335	bssS	P0AB33	JW5152	Counterclockwise	1119924	1120178
EG14336	ymfR	P75979	JW1136	Clockwise	1204772	1204954
EG14337	tfaP	P09154	JW5171	Clockwise	1207355	1207768
EG14338	ymgE	P76011	JW1184	Clockwise	1243951	1244205
EG14340	yaaW	P75617	JW0010	Counterclockwise	10643	11356
EG14341	ymgF	P58034	JW1156	Clockwise	1218206	1218424
EG14342	yjdO	P64646	JW5732	Clockwise	4350931	4351104
EG14343	sgcB	P58035	JW5967	Counterclockwise	4528278	4528556
EG14344	arnE	Q47377	JW2252	Clockwise	2370579	2370914
EG14345	ecnB	P0ADB7	JW4108	Clockwise	4374576	4374722
EG14350	yjbS	P58036	Null	Counterclockwise	4266832	4267035
EG14351	yciX	P58094	"JW5198;JW5199"	Clockwise	1333315	1333482
EG14353	ybdZ	P18393	JW0577	Clockwise	613165	613383
EG14354	ylcG	Q47272	JW5076	Clockwise	572953	573093
EG14355	ylcH	Q47268	Null	Clockwise	571591	571692
EG14356	yoeB	P69348	JW5331	Counterclockwise	2087235	2087489
EG14358	ymdF	P56614	JW5136	Clockwise	1067304	1067477
EG14363	thiS	O32583	JW3955	Counterclockwise	4190660	4190860
EG14364	yheV	P0ADW8	JW3312	Counterclockwise	3476614	3476814
EG14366	ypeB	P0AD40	JW5877	Counterclockwise	2525963	2526181
EG14367	yegS	P76407	JW2070	Clockwise	2166736	2167635
EG14370	yrhD	P58037	Null	Clockwise	3582427	3582582
EG14372	ecnA	P0ADB4	JW5737	Clockwise	4374340	4374465
EG14373	srlE	P56580	JW5430	Clockwise	2824414	2825373
EG14374	mdlB	P0AAG5	JW5061	Clockwise	469860	471641
EG14375	yeiW	P0AFT8	JW5361	Counterclockwise	2263063	2263317
EG14376	ypdI	O32528	JW2373	Clockwise	2492720	2492995
EG14379	ypjK	P52134	JW5888	Clockwise	2768467	2768703
EG14380	rzoD	P58041	JW5080	Clockwise	577550	577732
EG14381	rzoR	P58042	JW5213	Clockwise	1421424	1421609
EG14382	yobF	P64508	JW1813	Counterclockwise	1905472	1905615
EG14383	mgrB	P64512	JW1815	Counterclockwise	1906647	1906790
EG14384	yaaX	P75616	JW0004	Clockwise	5234	5530
EG14385	ypeC	P64542	JW2387	Clockwise	2509023	2509349
EG14386	yaaY	P75620	JW5003	Clockwise	21181	21399
EG14387	yodD	P64519	JW5317	Clockwise	2023010	2023237
EG14388	ynfN	P76157	JW5254	Counterclockwise	1635978	1636133
EG14389	blr	P56976	JW5963	Clockwise	1702575	1702700
EG14393	yciY	Null	Null	Clockwise	1306812	1306985
EG14394	yncL	Null	Null	Counterclockwise	1515123	1515218
EG14395	yneM	Null	Null	Clockwise	1620670	1620765
EG14396	ypfM	Null	Null	Counterclockwise	2588829	2588888
