Accession	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Gene names (OLN)	Entry name	EG	GN	SP	JW	Ori	LeftEnd	RightEnd
P76208	yniB		b1726	JW1715	YNIB_ECOLI	EG13987	yniB	P76208	JW1715	Counterclockwise	1806721	1807257
P77247	yniC		b1727	JW1716	YNIC_ECOLI	EG13988	yniC	P77247	JW1716	Clockwise	1807404	1808072
P64481	ydjM		b1728	JW5281	YDJM_ECOLI	EG13989	ydjM	P64481	JW5281	Clockwise	1808235	1808825
P77529	ydjN		b1729	JW1718	YDJN_ECOLI	EG13990	ydjN	P77529	JW1718	Clockwise	1808958	1810349
P76210	ydjO		b1730	JW1719	YDJO_ECOLI	EG13991	ydjO	P76210	JW1719	Counterclockwise	1810353	1811156
P0AE60	cedA	ydjP	b1731	JW1720	CEDA_ECOLI	EG13992	cedA	P0AE60	JW1720	Counterclockwise	1811445	1811687
P76213	cho	ydjQ	b1741	JW1730	CHO_ECOLI	EG13993	cho	P76213	JW1730	Clockwise	1821539	1822426
P76214	ves	ydjR	b1742	JW1731	VES_ECOLI	EG13994	ves	P76214	JW1731	Counterclockwise	1822386	1822961
P76215	astE	ydjS	b1744	JW1733	ASTE_ECOLI	EG13995	astE	P76215	JW1733	Counterclockwise	1823979	1824947
P76216	astB	ydjT	b1745	JW1734	ASTB_ECOLI	EG13996	astB	P76216	JW1734	Counterclockwise	1824940	1826283
P76217	astD	ydjU	b1746	JW5282	ASTD_ECOLI	EG13997	astD	P76217	JW5282	Counterclockwise	1826280	1827758
P0AE37	astA	ydjV	b1747	JW1736	ASTA_ECOLI	EG13998	astA	P0AE37	JW1736	Counterclockwise	1827755	1828789
P77581	astC	argM cstC ydjW	b1748	JW1737	ASTC_ECOLI	EG13999	astC	P77581	JW1737	Counterclockwise	1828786	1830006
P76219	ydjX		b1750	JW1739	YDJX_ECOLI	EG14000	ydjX	P76219	JW1739	Clockwise	1831425	1832135
P76220	ydjY		b1751	JW5283	YDJY_ECOLI	EG14001	ydjY	P76220	JW5283	Clockwise	1832140	1832817
P76221	ydjZ		b1752	JW1741	YDJZ_ECOLI	EG14002	ydjZ	P76221	JW1741	Clockwise	1832832	1833539
P76222	ynjA		b1753	JW1742	YNJA_ECOLI	EG14003	ynjA	P76222	JW1742	Clockwise	1833539	1834087
P76223	ynjB		b1754	JW5284	YNJB_ECOLI	EG14004	ynjB	P76223	JW5284	Clockwise	1834097	1835263
P76224	ynjC		b1755	JW5285	YNJC_ECOLI	EG14005	ynjC	P76224	JW5285	Clockwise	1835236	1836771
P76909	ynjD		b1756	JW5286	YNJD_ECOLI	EG14006	ynjD	P76909	JW5286	Clockwise	1836771	1837424
P78067	ynjE		b1757	JW5287	YNJE_ECOLI	EG14007	ynjE	P78067	JW5287	Clockwise	1837491	1838798
P76226	ynjF		b1758	JW1747	YNJF_ECOLI	EG14008	ynjF	P76226	JW1747	Counterclockwise	1838807	1839427
P77788	nudG	ynjG	b1759	JW1748	NUDG_ECOLI	EG14009	nudG	P77788	JW1748	Clockwise	1839514	1839921
P76227	ynjH		b1760	JW1749	YNJH_ECOLI	EG14010	ynjH	P76227	JW1749	Counterclockwise	1839887	1840159
P76228	ynjI		b1762	JW5288	YNJI_ECOLI	EG14011	ynjI	P76228	JW5288	Counterclockwise	1841855	1842895
P76264	yebN		b1821	JW5830	YEBN_ECOLI	EG14012	yebN	P76264	JW5830	Clockwise	1903712	1904278
P76297	flhE		b1878	JW1867	FLHE_ECOLI	EG14013	flhE	P76297	JW1867	Counterclockwise	1960604	1960996
P64499	yebO		b1825	JW1814	YEBO_ECOLI	EG14014	yebO	P64499	JW1814	Counterclockwise	1906285	1906572
P76193	ynhG		b1678	JW1668	YNHG_ECOLI	EG14015	ynhG	P76193	JW1668	Counterclockwise	1755745	1756749
A5A618	ynhF		b4602	JW1649.1	YNHF_ECOLI	EG14016	ynhF	Null	Null	Counterclockwise	1735480	1735569
P76268	kdgR	yebP	b1827	JW1816	KDGR_ECOLI	EG14018	kdgR	P76268	JW1816	Counterclockwise	1907332	1908123
P76269	yebQ		b1828	JW5299	YEBQ_ECOLI	EG14019	yebQ	P76269	JW5299	Clockwise	1908300	1909673
P76270	yebR		b1832	JW1821	YEBR_ECOLI	EG14020	yebR	P76270	JW1821	Counterclockwise	1913655	1914152
P0AD03	yebS		b1833	JW1822	YEBS_ECOLI	EG14021	yebS	P0AD03	JW1822	Clockwise	1914282	1915565
P76272	yebT		b1834	JW1823	YEBT_ECOLI	EG14022	yebT	P76272	JW1823	Clockwise	1915534	1918167
P76273	rsmF	yebU	b1835	JW5301	RSMF_ECOLI	EG14023	rsmF	P76273	JW5301	Clockwise	1918247	1919686
P64503	yebV		b1836	JW5302	YEBV_ECOLI	EG14024	yebV	P64503	JW5302	Clockwise	1919804	1920040
P76275	yebW		b1837	JW5303	YEBW_ECOLI	EG14025	yebW	P76275	JW5303	Clockwise	1920145	1920336
P55798	pphA	prpA yebX	b1838	JW1827	PRP1_ECOLI	EG14026	pphA	P55798	JW1827	Counterclockwise	1920337	1920993
P64506	yebY		b1839	JW1828	YEBY_ECOLI	EG14027	yebY	P64506	JW1828	Counterclockwise	1921389	1921730
P76278	yebZ		b1840	JW1829	YEBZ_ECOLI	EG14028	yebZ	P76278	JW1829	Counterclockwise	1921743	1922615
P0AA57	yobA		b1841	JW1830	YOBA_ECOLI	EG14029	yobA	P0AA57	JW1830	Counterclockwise	1922619	1922993
P76280	yobB		b1843	JW1832	YOBB_ECOLI	EG14030	yobB	P76280	JW1832	Clockwise	1923464	1924120
P0AEK0	exoX	yobC	b1844	JW1833	EXOX_ECOLI	EG14031	exoX	P0AEK0	JW1833	Clockwise	1924144	1924806
P64515	yecN		b1869	JW5308	YECN_ECOLI	EG14032	yecN	P64515	JW5308	Clockwise	1950290	1950685
P76290	cmoA	yecO	b1870	JW1859	CMOA_ECOLI	EG14033	cmoA	P76290	JW1859	Clockwise	1950726	1951469
P76291	cmoB	yecP	b1871	JW1860	CMOB_ECOLI	EG14034	cmoB	P76291	JW1860	Clockwise	1951466	1952437
P76299	flhB	yecQ	b1880	JW1869	FLHB_ECOLI	EG14035	flhB	P76299	JW1869	Counterclockwise	1963067	1964215
P76308	yecR		b1904	JW1892	YECR_ECOLI	EG14036	yecR	P76308	JW1892	Clockwise	1986246	1986569
P0AFT2	yecS		b1918	JW1903	YECS_ECOLI	EG14037	yecS	P0AFT2	JW1903	Counterclockwise	1995835	1996503
P76316	dcyD	yedO	b1919	JW5313	DCYD_ECOLI	EG14038	dcyD	P76316	JW5313	Counterclockwise	1996518	1997504
P76329	yedP		b1955	JW1938	MPGP_ECOLI	EG14039	yedP	P76329	JW1938	Clockwise	2023535	2024350
P76330	yedQ		b1956	JW5832	YEDQ_ECOLI	EG14040	yedQ	P76330	JW5832	Counterclockwise	2024347	2026041
P76334	yedR		b1963	JW1946	YEDR_ECOLI	EG14041	yedR	P76334	JW1946	Counterclockwise	2031143	2031508
P76339	yedV		b1968	JW1951	YEDV_ECOLI	EG14044	yedV	P76339	JW1951	Counterclockwise	2034818	2036176
P76340	yedW		b1969	JW5322	YEDW_ECOLI	EG14045	yedW	P76340	JW5322	Counterclockwise	2036176	2036847
P76341	yedX		b1970	JW1953	HIUH_ECOLI	EG14046	hiuH	P76341	JW1953	Clockwise	2036980	2037393
P76342	yedY		b1971	JW1954	YEDY_ECOLI	EG14047	yedY	P76342	JW1954	Clockwise	2037502	2038506
P76343	yedZ		b1972	JW1955	YEDZ_ECOLI	EG14048	yedZ	P76343	JW1955	Clockwise	2038507	2039142
P76344	yodA		b1973	JW1956	YODA_ECOLI	EG14049	zinT	P76344	JW1956	Clockwise	2039399	2040049
P76345	yodB		b1974	JW5323	C56H_ECOLI	EG14050	yodB	P76345	JW5323	Clockwise	2040392	2040922
P76389	yegH		b2063	JW5336	YEGH_ECOLI	EG14051	yegH	P76389	JW5336	Clockwise	2135926	2137509
P76393	yegI		b2070	JW2055	YEGI_ECOLI	EG14052	yegI	P76393	JW2055	Counterclockwise	2147063	2149009
P76394	yegJ		b2071	JW2056	YEGJ_ECOLI	EG14053	yegJ	P76394	JW2056	Clockwise	2149209	2149670
P76395	yegK		b2072	JW2057	YEGK_ECOLI	EG14054	yegK	P76395	JW2057	Counterclockwise	2149735	2150496
P76396	yegL		b2073	JW2058	YEGL_ECOLI	EG14055	yegL	P76396	JW2058	Counterclockwise	2150493	2151152
P76397	mdtA	yegM	b2074	JW5338	MDTA_ECOLI	EG14056	mdtA	P76397	JW5338	Clockwise	2152040	2153287
P76398	mdtB	yegN	b2075	JW2060	MDTB_ECOLI	EG14057	mdtB	P76398	JW2060	Clockwise	2153287	2156409
P76399	mdtC	yegO	b2076	JW2061	MDTC_ECOLI	EG14058	mdtC	P76399	JW2061	Clockwise	2156410	2159487
P76402	yegP		b2080	JW5339	YEGP_ECOLI	EG14059	yegP	P76402	JW5339	Clockwise	2163213	2163545
P76403	yegQ		b2081	JW2066	YEGQ_ECOLI	EG14060	yegQ	P76403	JW2066	Clockwise	2163692	2165053
P76406	yegR		b2085	JW5837	YEGR_ECOLI	EG14061	yegR	P76406	JW5837	Counterclockwise	2166013	2166330
P0A991	fbaB	dhnA	b2097	JW5344	ALF1_ECOLI	EG14062	fbaB	P0A991	JW5344	Counterclockwise	2175534	2176586
P76417	yegT		b2098	JW2085	YEGT_ECOLI	EG14063	yegT	P76417	JW2085	Clockwise	2176843	2178120
P76418	yegU		b2099	JW2086	YEGU_ECOLI	EG14064	yegU	P76418	JW2086	Clockwise	2178117	2179121
P76419	yegV		b2100	JW2087	YEGV_ECOLI	EG14065	yegV	P76419	JW2087	Clockwise	2179118	2180083
P0ACM5	yegW		b2101	JW2088	YEGW_ECOLI	EG14066	yegW	P0ACM5	JW2088	Counterclockwise	2180057	2180803
P76421	yegX		b2102	JW5345	YEGX_ECOLI	EG14067	yegX	P76421	JW5345	Counterclockwise	2180855	2181673
P76422	thiD	thiJ	b2103	JW2090	THID_ECOLI	EG14068	thiD	P76422	JW2090	Counterclockwise	2181738	2182538
P76423	thiM		b2104	JW2091	THIM_ECOLI	EG14069	thiM	P76423	JW2091	Counterclockwise	2182535	2183323
P64530	rcnR	yohL	b2105	JW2092	RCNR_ECOLI	EG14070	rcnR	P64530	JW2092	Counterclockwise	2183546	2183818
P76425	rcnA	yohM	b2106	JW2093	RCNA_ECOLI	EG14071	rcnA	P76425	JW2093	Clockwise	2183939	2184763
P64534	yohN		b2107	JW5346	YOHN_ECOLI	EG14072	yohN	P64534	JW5346	Clockwise	2184982	2185320
P64536	yeiS		b2145	JW5359	YEIS_ECOLI	EG14073	yeiS	P64536	JW5359	Clockwise	2231622	2231861
P76440	yeiT		b2146	JW2133	YEIT_ECOLI	EG14074	yeiT	P76440	JW2133	Clockwise	2232055	2233293
P76445	yeiU		b2174	JW2162	YEIU_ECOLI	EG14075	lpxT	P76445	JW2162	Clockwise	2266876	2267589
P0AFV4	spr	yeiV	b2175	JW2163	SPR_ECOLI	EG14076	spr	P0AFV4	JW2163	Clockwise	2268001	2268567
P76446	rtn		b2176	JW2164	RTN_ECOLI	EG14077	rtn	P76446	JW2164	Clockwise	2268748	2270304
P76462	yfaP		b2225	JW2219	YFAP_ECOLI	EG14078	yfaP	P76462	JW2219	Counterclockwise	2325389	2326165
P76463	yfaQ		b2226	JW2220	YFAQ_ECOLI	EG14079	yfaQ	P76463	JW2220	Counterclockwise	2326170	2327819
P76466	yfaT		b2229	JW2223	YFAT_ECOLI	EG14082	yfaT	P76466	JW2223	Counterclockwise	2332358	2332981
P76469	rhmA	yfaU	b2245	JW2239	RHMA_ECOLI	EG14083	rhmA	P76469	JW2239	Counterclockwise	2356064	2356867
P76470	rhmT	yfaV	b2246	JW2240	RHMT_ECOLI	EG14084	rhmT	P76470	JW2240	Counterclockwise	2356885	2358174
P77215	rhmD	yfaW	b2247	JW2241	RHMD_ECOLI	EG14085	rhmD	P77215	JW2241	Counterclockwise	2358231	2359436
P77732	rhmR	yfaX	b2248	JW2242	RHMR_ECOLI	EG14086	rhmR	P77732	JW2242	Counterclockwise	2359451	2360233
P77808	yfaY		b2249	JW2243	CINAL_ECOLI	EG14087	yfaY	P77808	JW2243	Counterclockwise	2360453	2361655
P76471	yfaZ		b2250	JW5371	YFAZ_ECOLI	EG14088	yfaZ	P76471	JW5371	Counterclockwise	2361755	2362297
P77690	arnB	pmrH yfbE	b2253	JW5372	ARNB_ECOLI	EG14089	arnB	P77690	JW5372	Clockwise	2363950	2365089
P77757	arnC	pmrF yfbF	b2254	JW2248	ARNC_ECOLI	EG14090	arnC	P77757	JW2248	Clockwise	2365093	2366061
P77398	arnA	pmrI yfbG	b2255	JW2249	ARNA_ECOLI	EG14091	arnA	P77398	JW2249	Clockwise	2366061	2368043
P76472	arnD	pmrJ yfbH	b2256	JW2250	ARND_ECOLI	EG14092	arnD	P76472	JW2250	Clockwise	2368040	2368930
P76473	arnT	pmrK yfbI	b2257	JW2251	ARNT_ECOLI	EG14093	arnT	P76473	JW2251	Clockwise	2368930	2370582
P76474	arnF	pmrM yfbJ	b2258	JW5373	ARNF_ECOLI	EG14094	arnF	P76474	JW5373	Clockwise	2370914	2371300
P76481	yfbK		b2270	JW2265	YFBK_ECOLI	EG14095	yfbK	P76481	JW2265	Counterclockwise	2382017	2383744
P76482	yfbL		b2271	JW2266	YFBL_ECOLI	EG14096	yfbL	P76482	JW2266	Clockwise	2383882	2384853
P76483	yfbM		b2272	JW2267	YFBM_ECOLI	EG14097	yfbM	P76483	JW2267	Clockwise	2384956	2385459
P76484	yfbN		b2273	JW2268	YFBN_ECOLI	EG14098	yfbN	P76484	JW2268	Counterclockwise	2385732	2386448
P76485	yfbO		b2274	JW2269	YFBO_ECOLI	EG14099	yfbO	P76485	JW2269	Clockwise	2386657	2387079
P76486	yfbP		b2275	JW2270	YFBP_ECOLI	EG14100	yfbP	P76486	JW2270	Clockwise	2387138	2387986
P0A959	yfbQ		b2290	JW2287	YFBQ_ECOLI	EG14101	alaA	P0A959	JW2287	Clockwise	2405583	2406800
P76491	yfbR		b2291	JW2288	YFBR_ECOLI	EG14102	yfbR	P76491	JW2288	Clockwise	2406884	2407483
P0AFU2	yfbS		b2292	JW2289	YFBS_ECOLI	EG14103	yfbS	P0AFU2	JW2289	Counterclockwise	2407542	2409374
P77625	yfbT		b2293	JW5376	YFBT_ECOLI	EG14104	yfbT	P77625	JW5376	Counterclockwise	2409461	2410111
P0A8W8	yfbU		b2294	JW2291	YFBU_ECOLI	EG14105	yfbU	P0A8W8	JW2291	Counterclockwise	2410122	2410616
P0A8D9	yfbV		b2295	JW2292	YFBV_ECOLI	EG14106	yfbV	P0A8D9	JW2292	Counterclockwise	2410699	2411154
P65556	yfcD		b2299	JW2296	YFCD_ECOLI	EG14107	yfcD	P65556	JW2296	Counterclockwise	2416656	2417198
P67095	yfcE		b2300	JW5377	YFCE_ECOLI	EG14108	yfcE	P67095	JW5377	Counterclockwise	2417256	2417810
P77544	yfcF		b2301	JW2298	YFCF_ECOLI	EG14109	yfcF	P77544	JW2298	Counterclockwise	2417863	2418507
P77526	yfcG		b2302	JW2299	YFCG_ECOLI	EG14110	yfcG	P77526	JW2299	Clockwise	2418643	2419290
P77775	yfcH		b2304	JW2301	YFCH_ECOLI	EG14111	yfcH	P77775	JW2301	Clockwise	2419730	2420623
P77768	yfcI		b2305	JW2302	YFCI_ECOLI	EG14112	yfcI	P77768	JW2302	Counterclockwise	2420671	2421561
P77549	yfcJ		b2322	JW2319	YFCJ_ECOLI	EG14113	yfcJ	P77549	JW2319	Counterclockwise	2436964	2438142
P77182	mnmC	yfcK	b2324	JW5380	MNMC_ECOLI	EG14114	mnmC	P77182	JW5380	Clockwise	2439786	2441792
P64540	yfcL		b2325	JW2322	YFCL_ECOLI	EG14115	yfcL	P64540	JW2322	Counterclockwise	2441913	2442191
P76938	yfcM		b2326	JW5381	YFCM_ECOLI	EG14116	yfcM	P76938	JW5381	Counterclockwise	2442225	2442773
P0A8B2	yfcN		b2331	JW2328	YFCN_ECOLI	EG14117	yfcN	P0A8B2	JW2328	Clockwise	2446628	2447179
P76498	yfcO		b2332	JW2329	YFCO_ECOLI	EG14118	yfcO	P76498	JW2329	Counterclockwise	2447250	2448071
P76499	yfcP		b2333	JW2330	YFCP_ECOLI	EG14119	yfcP	P76499	JW2330	Counterclockwise	2448073	2448612
P76500	yfcQ		b2334	JW2331	YFCQ_ECOLI	EG14120	yfcQ	P76500	JW2331	Counterclockwise	2448609	2449097
P76501	yfcR		b2335	JW2332	YFCR_ECOLI	EG14121	yfcR	P76501	JW2332	Counterclockwise	2449094	2449606
P77599	yfcS		b2336	JW2333	YFCS_ECOLI	EG14122	yfcS	P77599	JW2333	Counterclockwise	2449606	2450358
P77288	yfcV		b2339	JW2336	YFCV_ECOLI	EG14125	yfcV	P77288	JW2336	Counterclockwise	2453105	2453668
P76502	sixA	yfcW	b2340	JW2337	SIXA_ECOLI	EG14126	sixA	P76502	JW2337	Counterclockwise	2454349	2454834
P77399	fadJ	yfcX	b2341	JW2338	FADJ_ECOLI	EG14127	fadJ	P77399	JW2338	Counterclockwise	2455037	2457181
P76503	fadI	yfcY	b2342	JW2339	FADI_ECOLI	EG14128	fadI	P76503	JW2339	Counterclockwise	2457181	2458491
P0AD33	yfcZ		b2343	JW2340	YFCZ_ECOLI	EG14129	yfcZ	P0AD33	JW2340	Counterclockwise	2458672	2458956
P76505	yfdF		b2345	JW2342	YFDF_ECOLI	EG14130	yfdF	P76505	JW2342	Clockwise	2461034	2462092
P77682	yfdG		b2350	JW2346	GTRA_ECOLI	EG14131	gtrA	P77682	JW2346	Clockwise	2465877	2466239
P77293	yfdH		b2351	JW2347	GTRB_ECOLI	EG14132	gtrB	P77293	JW2347	Clockwise	2466236	2467156
P76507	yfdI		b2352	JW5382	YFDI_ECOLI	EG14133	gtrS	P76507	JW5382	Clockwise	2467153	2468484
P77656	yfdK		b2354	JW2350	YFDK_ECOLI	EG14135	yfdK	P77656	JW2350	Counterclockwise	2469099	2469539
P76512	yfdP		b2359	JW2356	YFDP_ECOLI	EG14138	yfdP	P76512	JW2356	Clockwise	2471626	2471988
P76513	yfdQ		b2360	JW2357	YFDQ_ECOLI	EG14139	yfdQ	P76513	JW2357	Clockwise	2472054	2472878
P76514	yfdR		b2361	JW2358	YFDR_ECOLI	EG14140	yfdR	P76514	JW2358	Clockwise	2473006	2473542
P76515	yfdS		b2362	JW2359	YFDS_ECOLI	EG14141	yfdS	P76515	JW2359	Clockwise	2473533	2473895
P76516	yfdT		b2363	JW5887	YFDT_ECOLI	EG14142	yfdT	P76516	JW5887	Clockwise	2473895	2474200
P0AFI0	oxc	yfdU	b2373	JW2370	OXC_ECOLI	EG14143	oxc	P0AFI0	JW2370	Counterclockwise	2488278	2489972
P0AA49	yfdV		b2372	JW2369	YFDV_ECOLI	EG14144	yfdV	P0AA49	JW2369	Counterclockwise	2487264	2488208
P69902	frc	yfdW	b2374	JW2371	FCTA_ECOLI	EG14145	frc	P69902	JW2371	Counterclockwise	2490026	2491276
P76520	yfdX		b2375	JW2372	YFDX_ECOLI	EG14146	yfdX	P76520	JW2372	Counterclockwise	2491789	2492424
P76521	yfdY		b2377	JW2374	YFDY_ECOLI	EG14147	yfdY	P76521	JW2374	Counterclockwise	2493072	2493314
P0AA93	ypdA		b2380	JW5388	YPDA_ECOLI	EG14148	ypdA	P0AA93	JW5388	Clockwise	2496693	2498390
P0AE39	ypdB		b2381	JW2378	YPDB_ECOLI	EG14149	ypdB	P0AE39	JW2378	Clockwise	2498405	2499139
P77396	ypdC		b2382	JW2379	YPDC_ECOLI	EG14150	ypdC	P77396	JW2379	Clockwise	2499152	2500009
P77439	fryA	ypdD	b2383	JW2380	PTFX1_ECOLI	EG14151	fryA	P77439	JW2380	Counterclockwise	2500012	2502507
P77585	ypdE		b2384	JW2381	YPDE_ECOLI	EG14152	ypdE	P77585	JW2381	Counterclockwise	2502532	2503569
P76524	ypdF		b2385	JW2382	YPDF_ECOLI	EG14153	ypdF	P76524	JW2382	Counterclockwise	2503569	2504654
P77579	fryC	ypdG	b2386	JW2383	PTFC1_ECOLI	EG14154	fryC	P77579	JW2383	Counterclockwise	2504669	2505916
P69808	fryB	ypdH	b2387	JW5389	PTFB1_ECOLI	EG14155	fryB	P69808	JW5389	Counterclockwise	2505938	2506264
P67729	yfeO		b2389	JW2386	YFEO_ECOLI	EG14156	yfeO	P67729	JW2386	Clockwise	2507652	2508908
P0A769	mntH	yfeP	b2392	JW2388	MNTH_ECOLI	EG14157	mntH	P0A769	JW2388	Counterclockwise	2509490	2510728
P75737	ybfP		b0689	JW0676	YBFP_ECOLI	EG14158	ybfP	P75737	JW0676	Clockwise	714635	715129
P0ACR7	yfeR		b2409	JW2400	YFER_ECOLI	EG14159	yfeR	P0ACR7	JW2400	Counterclockwise	2523952	2524878
P78271	yfeS		b2420	JW2413	YFES_ECOLI	EG14160	yfeS	P78271	JW2413	Clockwise	2535771	2536505
P77245	murR	yfeT	b2427	JW2420	MURR_ECOLI	EG14161	murR	P77245	JW2420	Counterclockwise	2542774	2543631
P76535	murQ	yfeU	b2428	JW2421	MURQ_ECOLI	EG14162	murQ	P76535	JW2421	Clockwise	2543795	2544691
P77272	murP	yfeV	b2429	JW2422	PTYBC_ECOLI	EG14163	murP	P77272	JW2422	Clockwise	2544695	2546119
P77619	yfeW		b2430	JW5395	YFEW_ECOLI	EG14164	yfeW	P77619	JW5395	Clockwise	2546124	2547428
P76536	yfeX		b2431	JW2424	YFEX_ECOLI	EG14165	yfeX	P76536	JW2424	Counterclockwise	2547668	2548567
P76537	yfeY		b2432	JW2425	YFEY_ECOLI	EG14166	yfeY	P76537	JW2425	Counterclockwise	2548663	2549238
P76538	yfeZ		b2433	JW2426	YFEZ_ECOLI	EG14167	yfeZ	P76538	JW2426	Counterclockwise	2549299	2549748
P76539	ypeA		b2434	JW2427	YPEA_ECOLI	EG14168	ypeA	P76539	JW2427	Counterclockwise	2549735	2550160
P77173	zipA		b2412	JW2404	ZIPA_ECOLI	EG14169	zipA	P77173	JW2404	Counterclockwise	2528269	2529255
P76540	eutK	yffI	b2438	JW2431	EUTK_ECOLI	EG14170	eutK	P76540	JW2431	Counterclockwise	2553250	2553750
P76541	eutL	yffJ	b2439	JW2432	EUTL_ECOLI	EG14171	eutL	P76541	JW2432	Counterclockwise	2553763	2554422
P76542	intZ		b2442		INTZ_ECOLI	EG14172	intZ	P76542	Null	Clockwise	2556880	2558088
P76543	yffL		b2443		YFFL_ECOLI	EG14173	yffL	P76543	Null	Clockwise	2558279	2558920
P76544	yffM		b2444		YFFM_ECOLI	EG14174	yffM	P76544	Null	Clockwise	2559390	2559635
P76545	yffN		b2445		YFFN_ECOLI	EG14175	yffN	P76545	Null	Clockwise	2559647	2560015
P76546	yffO		b2446		YFFO_ECOLI	EG14176	yffO	P76546	Null	Clockwise	2560133	2560549
P76547	yffP		b2447		YFFP_ECOLI	EG14177	yffP	P76547	Null	Clockwise	2560546	2561139
P76548	yffQ		b2448		YFFQ_ECOLI	EG14178	yffQ	P76548	Null	Clockwise	2561614	2561991
P76549	yffR		b2449		YFFR_ECOLI	EG14179	yffR	P76549	Null	Clockwise	2562002	2562394
P76550	yffS		b2450		YFFS_ECOLI	EG14180	yffS	P76550	Null	Clockwise	2562545	2563354
P76551	eutA	yffT	b2451	JW2435	EUTA_ECOLI	EG14181	eutA	P76551	JW2435	Counterclockwise	2563503	2564906
P76552	eutH	yffU	b2452	JW2436	EUTH_ECOLI	EG14182	eutH	P76552	JW2436	Counterclockwise	2564903	2566129
P76553	eutG	yffV	b2453	JW2437	EUTG_ECOLI	EG14183	eutG	P76553	JW2437	Counterclockwise	2566346	2567533
P77277	eutJ	yffW	b2454	JW2438	EUTJ_ECOLI	EG14184	eutJ	P77277	JW2438	Counterclockwise	2567523	2568359
P77445	eutE	yffX	b2455	JW2439	EUTE_ECOLI	EG14185	eutE	P77445	JW2439	Counterclockwise	2568370	2569773
P0AEJ8	eutN	cchB yffY	b2456	JW2440	EUTN_ECOLI	EG14186	eutN	P0AEJ8	JW2440	Counterclockwise	2569785	2570072
P0ABF4	eutM	cchA yffZ	b2457	JW2441	EUTM_ECOLI	EG14187	eutM	P0ABF4	JW2441	Counterclockwise	2570179	2570472
P77218	eutD	eutI ypfA	b2458	JW2442	EUTD_ECOLI	EG14188	eutD	P77218	JW2442	Counterclockwise	2570511	2571527
P65643	eutT	ypfB	b2459	JW2443	EUTT_ECOLI	EG14189	eutT	P65643	JW2443	Counterclockwise	2571524	2572327
P76555	eutQ	ypfC	b2460	JW2444	EUTQ_ECOLI	EG14190	eutQ	P76555	JW2444	Counterclockwise	2572324	2573025
P76556	eutP	ypfD	b2461	JW2445	EUTP_ECOLI	EG14191	eutP	P76556	JW2445	Counterclockwise	2573000	2573479
P63746	eutS	ypfE	b2462	JW2446	EUTS_ECOLI	EG14192	eutS	P63746	JW2446	Counterclockwise	2573492	2573827
P76558	maeB	ypfF	b2463	JW2447	MAO2_ECOLI	EG14193	maeB	P76558	JW2447	Counterclockwise	2574120	2576399
P76559	ypfG		b2466	JW2450	YPFG_ECOLI	EG14194	ypfG	P76559	JW2450	Counterclockwise	2579756	2580799
P76561	ypfH		b2473	JW5396	YPFH_ECOLI	EG14195	ypfH	P76561	JW5396	Counterclockwise	2591094	2591792
P76562	ypfI		b2474	JW2459	YPFI_ECOLI	EG14196	tmcA	P76562	JW2459	Counterclockwise	2591866	2593881
P64429	ypfJ		b2475	JW2460	YPFJ_ECOLI	EG14197	ypfJ	P64429	JW2460	Counterclockwise	2593896	2594759
P77434	yfdZ		b2379	JW2376	YFDZ_ECOLI	EG14198	alaC	P77434	JW2376	Counterclockwise	2495079	2496317
P66948	yfgC		b2494	JW2479	YFGC_ECOLI	EG14199	yfgC	P66948	JW2479	Clockwise	2614116	2615579
P76569	yfgD		b2495	JW2480	YFGD_ECOLI	EG14200	yfgD	P76569	JW2480	Clockwise	2615600	2615959
P69931	hda	yfgE	b2496	JW5397	HDA_ECOLI	EG14201	hda	P69931	JW5397	Counterclockwise	2616097	2616798
P77172	yfgF		b2503	JW2488	YFGF_ECOLI	EG14202	yfgF	P77172	JW2488	Counterclockwise	2624717	2626960
P64545	yfgG		b2504	JW5399	YFGG_ECOLI	EG14203	yfgG	P64545	JW5399	Clockwise	2627312	2627503
P65290	yfgH		b2505	JW5400	YFGH_ECOLI	EG14204	yfgH	P65290	JW5400	Clockwise	2627814	2628332
P76573	yfgI		b2506	JW2490	YFGI_ECOLI	EG14205	yfgI	P76573	JW2490	Clockwise	2628348	2628887
P76575	yfgJ		b2510	JW5402	YFGJ_ECOLI	EG14206	yfgJ	P76575	JW5402	Counterclockwise	2633621	2633836
P0A6P5	engA	der yfgK	b2511	JW5403	ENGA_ECOLI	EG14207	der	P0A6P5	JW5403	Counterclockwise	2633906	2635378
P77774	yfgL		b2512	JW2496	YFGL_ECOLI	EG14208	bamB	P77774	JW2496	Counterclockwise	2635496	2636674
P76576	yfgM		b2513	JW2497	YFGM_ECOLI	EG14209	yfgM	P76576	JW2497	Counterclockwise	2636685	2637305
P76577	pbpC	yfgN	b2519	JW2503	PBPC_ECOLI	EG14210	pbpC	P76577	JW2503	Counterclockwise	2643035	2645347
P77858	hyfC		b2483	JW2468	HYFC_ECOLI	EG14211	hyfC	P77858	JW2468	Clockwise	2601869	2602816
P77416	hyfD		b2484	JW2469	HYFD_ECOLI	EG14212	hyfD	P77416	JW2469	Clockwise	2602833	2604272
