AAEA_ECOLI	P46482	C6EGL9_ECOBD
WBBJ_ECOLI	P37750	C6EB47_ECOBD
WBBL_ECOLI	P36667	Null
WCAA_ECOLI	P77414	C6EAP8_ECOBD
WCAB_ECOLI	P0ACC9	C6EAP9_ECOBD
WCAC_ECOLI	P71237	C6EAQ0_ECOBD
WCAE_ECOLI	P71239	C6EAQ2_ECOBD
WCAF_ECOLI	P0ACD2	C6EAQ3_ECOBD
WCAK_ECOLI	P71242	C6EAR2_ECOBD
WCAL_ECOLI	P71243	C6EAR3_ECOBD
WECB_ECOLI	P27828	C6EG26_ECOBD
WECG_ECOLI	P27836	C6EG17_ECOBD
WZB_ECOLI	P0AAB2	C6EAP6_ECOBD
XAPA_ECOLI	P45563	Null
XAPR_ECOLI	P23841	Null
XDHA_ECOLI	Q46799	C6EIP2_ECOBD
XDHB_ECOLI	Q46800	C6EIP1_ECOBD
XDHC_ECOLI	Q46801	C6EIP0_ECOBD
XDHD_ECOLI	Q46814	C6EIM7_ECOBD
XERC_ECOLI	P0A8P6	C6EG03_ECOBD
XERD_ECOLI	P0A8P8	C6EIL4_ECOBD
XYLA_ECOLI	P00944	C6EEB3_ECOBD
XYLB_ECOLI	P09099	C6EEB4_ECOBD
XYLR_ECOLI	P0ACI3	C6EEB0_ECOBD
XYLS_ECOLI	P31434	C6EDD3_ECOBD
Y309_ECOLI	P75688	Null
Y3808_ECOLI	P11291	Null
Y4223_ECOLI	P08339	Null
Y4286_ECOLI	Q47719	C6EC70_ECOBD
YAAA_ECOLI	P0A8I3	C6EBG3_ECOBD
YAAW_ECOLI	P75617	C6EB42_ECOBD
YABP_ECOLI	P39220	Null
YABQ_ECOLI	P39221	Null
YACF_ECOLI	P36680	C6EAV4_ECOBD
YACG_ECOLI	P0A8H8	C6EAV5_ECOBD
YACL_ECOLI	P0A8E5	C6EAT8_ECOBD
YADD_ECOLI	P31665	C6EAS5_ECOBD
YAEB_ECOLI	P28634	C6EA89_ECOBD
YAEH_ECOLI	P62768	C6EAC1_ECOBD
YAEI_ECOLI	P37049	C6EAC0_ECOBD
YAEJ_ECOLI	P40711	C6EA93_ECOBD
YAEP_ECOLI	P0A8K5	C6EA95_ECOBD
YAEQ_ECOLI	P0AA97	C6EA94_ECOBD
YAER_ECOLI	P52096	C6EA98_ECOBD
YAFD_ECOLI	P0A8U2	C6EA81_ECOBD
YAFE_ECOLI	P30866	C6EA80_ECOBD
YAFF_ECOLI	Q2EEP9	Null
YAFJ_ECOLI	Q47147	C6EA65_ECOBD
YAFM_ECOLI	Q47152	Null
YAFN_ECOLI	Q47156	C6EA55_ECOBD
YAFO_ECOLI	Q47157	C6EA54_ECOBD
YAFP_ECOLI	Q47158	C6EA53_ECOBD
YAFQ_ECOLI	Q47149	C6EA63_ECOBD
YAFS_ECOLI	P75672	C6EA77_ECOBD
YAFV_ECOLI	Q47679	C6EA69_ECOBD
YAFW_ECOLI	Q47684	Null
YAFX_ECOLI	P75676	Null
YAFZ_ECOLI	P77206	Null
YAGA_ECOLI	P37007	Null
YAGB_ECOLI	P37008	Null
YAGE_ECOLI	P75682	Null
YAGF_ECOLI	P77596	Null
YAGH_ECOLI	P77713	Null
YAGI_ECOLI	P77300	C6EF65_ECOBD
YAGJ_ECOLI	P77169	Null
YAGK_ECOLI	P77657	Null
YAGM_ECOLI	P71296	Null
YAGN_ECOLI	P71297	Null
YAGQ_ECOLI	P77183	C6EA40_ECOBD
YAHA_ECOLI	P21514	C6ELR5_ECOBD
YAHB_ECOLI	P77700	C6ELR4_ECOBD
YAHD_ECOLI	P77736	C6ELR2_ECOBD
YAHE_ECOLI	P77297	C6ELR1_ECOBD
YAHF_ECOLI	P77187	C6ELR0_ECOBD
YAHG_ECOLI	P77221	C6ELQ9_ECOBD
YAHL_ECOLI	P77393	C6ELQ4_ECOBD
YAHM_ECOLI	P75692	C6ELQ3_ECOBD
YAIA_ECOLI	P0AAN5	C6ELJ8_ECOBD
YAIE_ECOLI	P0C037	C6ELJ6_ECOBD
YAII_ECOLI	P0A8D3	C6ELK0_ECOBD
YAIL_ECOLI	P51024	C6ELM6_ECOBD
YAIS_ECOLI	P71311	Null
YAIV_ECOLI	P0AAP5	C6ELL3_ECOBD
YAIX_ECOLI	P75697	Null
YAJD_ECOLI	P0AAQ2	C6ELH4_ECOBD
YAJO_ECOLI	P77735	C6ELG5_ECOBD
YAJQ_ECOLI	P0A8E7	C6EL43_ECOBD
YBAA_ECOLI	P0AAQ6	C6EL08_ECOBD
YBAB_ECOLI	P0A8B5	C6EKZ3_ECOBD
YBAE_ECOLI	P46890	C6EL18_ECOBD
YBAJ_ECOLI	P0AAR0	C6EL03_ECOBD
YBAK_ECOLI	P0AAR3	C6EKY3_ECOBD
YBAM_ECOLI	P45807	C6EKZ8_ECOBD
YBAP_ECOLI	P77301	C6EKY2_ECOBD
YBAQ_ECOLI	P0A9T6	C6EKY1_ECOBD
YBAZ_ECOLI	P0AFP2	C6EL09_ECOBD
YBBN_ECOLI	P77395	C6EKX2_ECOBD
YBBO_ECOLI	P0AFP4	C6EKX1_ECOBD
YBCC_ECOLI	P75717	C6EJH7_ECOBD
YBCD_ECOLI	P77528	Null
YBCJ_ECOLI	P0AAS7	C6EKT8_ECOBD
YBCK_ECOLI	P77698	C6EKE9_ECOBD
YBCM_ECOLI	P77634	C6EKE7_ECOBD
YBCN_ECOLI	Q47269	C6EKE5_ECOBD
YBCO_ECOLI	P68661	C6EKE3_ECOBD
YBCV_ECOLI	P77598	C6EJF7_ECOBD
YBCW_ECOLI	P64435	C6EJF6_ECOBD
YBCY_ECOLI	P77460	Null
YBDB_ECOLI	P0A8Y8	C6EK97_ECOBD
YBDD_ECOLI	P0AAS9	Null
YBDF_ECOLI	P0AAT2	C6EKC2_ECOBD
YBDH_ECOLI	P45579	C6EK95_ECOBD
YBDL_ECOLI	P77806	C6EK94_ECOBD
YBDM_ECOLI	P77174	C6EK93_ECOBD
YBDN_ECOLI	P77216	Null
YBDO_ECOLI	P77746	Null
YBDZ_ECOLI	P18393	C6EKB0_ECOBD
YBEB_ECOLI	P0AAT6	C6EK56_ECOBD
YBED_ECOLI	P0A8J4	C6EK62_ECOBD
YBEF_ECOLI	P30979	C6EK64_ECOBD
YBEL_ECOLI	P0AAT9	C6EK50_ECOBD
YBEM_ECOLI	P39874	C6EK67_ECOBD
YBEQ_ECOLI	P77234	C6EK49_ECOBD
YBER_ECOLI	P77627	C6EK47_ECOBD
YBEU_ECOLI	P77427	Null
YBEY_ECOLI	P0A898	C6EK36_ECOBD
YBFE_ECOLI	P0AAU7	C6EJP9_ECOBD
YBFF_ECOLI	P75736	C6EJP8_ECOBD
YBFG_ECOLI	P37003	C6EJP4_ECOBD
YBFI_ECOLI	P39901	Null
YBFK_ECOLI	P46121	C6EJP1_ECOBD
YBFO_ECOLI	P77779	Null
YBGA_ECOLI	P24252	C6EJN1_ECOBD
YBGI_ECOLI	P0AFP6	C6EJM8_ECOBD
YBGJ_ECOLI	P0AAV4	C6EJM7_ECOBD
YBGK_ECOLI	P75745	C6EJM6_ECOBD
YBGL_ECOLI	P75746	C6EJM5_ECOBD
YBHA_ECOLI	P21829	Null
YBHB_ECOLI	P12994	C6EJ09_ECOBD
YBHH_ECOLI	P0AAV8	Null
YBHJ_ECOLI	P75764	Null
YBHK_ECOLI	P75767	C6EJ02_ECOBD
YBHP_ECOLI	P0AAW1	C6EIZ2_ECOBD
YBIA_ECOLI	P30176	C6EIY4_ECOBD
YBIB_ECOLI	P30177	C6EIY2_ECOBD
YBIC_ECOLI	P30178	C6EIY1_ECOBD
YBII_ECOLI	P41039	C6EIX9_ECOBD
YBIU_ECOLI	P75791	C6EIW1_ECOBD
YBIX_ECOLI	P75779	C6EIX8_ECOBD
YBJI_ECOLI	P75809	C6EIT9_ECOBD
YBJK_ECOLI	P75811	C6EIT7_ECOBD
YBJN_ECOLI	P0AAY6	C6EIQ2_ECOBD
YBJQ_ECOLI	P0A8C1	C6EIB5_ECOBD
YBJS_ECOLI	P75821	C6EIB3_ECOBD
YCAN_ECOLI	P75836	C6EI82_ECOBD
YCAO_ECOLI	P75838	C6EI77_ECOBD
YCAQ_ECOLI	P75843	C6EI66_ECOBD
YCAR_ECOLI	P0AAZ7	C6EI65_ECOBD
YCBG_ECOLI	P0A8N0	C6EI26_ECOBD
YCBJ_ECOLI	P0AB03	C6EI63_ECOBD
YCBL_ECOLI	P75849	C6EI55_ECOBD
YCBW_ECOLI	P75862	C6EI36_ECOBD
YCBX_ECOLI	P75863	C6EI35_ECOBD
YCCE_ECOLI	P36661	C6EHK6_ECOBD
YCCJ_ECOLI	P0AB14	C6EHK4_ECOBD
YCCU_ECOLI	P75874	C6EI16_ECOBD
YCDX_ECOLI	P75914	C6EHH8_ECOBD
YCDY_ECOLI	P75915	C6EHH7_ECOBD
YCEA_ECOLI	P24188	C6EHF8_ECOBD
YCED_ECOLI	P0AB28	C6EHC6_ECOBD
YCEF_ECOLI	P0A729	C6EHC7_ECOBD
YCEQ_ECOLI	P62066	Null
YCFD_ECOLI	P27431	C6EGW3_ECOBD
YCFH_ECOLI	P0AFQ7	C6EGZ2_ECOBD
YCFK_ECOLI	P45581	Null
YCFP_ECOLI	P0A8E1	C6EGY4_ECOBD
YCFQ_ECOLI	P75952	C6EGY1_ECOBD
YCGB_ECOLI	P29013	C6EGS9_ECOBD
YCGE_ECOLI	P75989	C6EGV2_ECOBD
YCGF_ECOLI	P75990	C6EGV1_ECOBD
YCGG_ECOLI	P75995	C6EGU6_ECOBD
YCGI_ECOLI	P76000	Null
YCGL_ECOLI	P0AB43	C6EGT7_ECOBD
YCGM_ECOLI	P76004	C6EGT6_ECOBD
YCGN_ECOLI	P0A8L5	C6EGT5_ECOBD
YCGX_ECOLI	P75988	C6EGV3_ECOBD
YCGY_ECOLI	P76012	C6EGS1_ECOBD
YCGZ_ECOLI	P75991	C6EGV0_ECOBD
YCHG_ECOLI	P30192	Null
YCHJ_ECOLI	P37052	Null
YCHN_ECOLI	P0AB52	C6EGP5_ECOBD
YCHS_ECOLI	P76023	Null
YCIA_ECOLI	P0A8Z0	C6EFY3_ECOBD
YCIE_ECOLI	P21363	C6EFX9_ECOBD
YCIF_ECOLI	P21362	C6EFX8_ECOBD
YCIG_ECOLI	P21361	C6EFX7_ECOBD
YCIH_ECOLI	P08245	C6EFV2_ECOBD
YCII_ECOLI	P0AB55	C6EFY5_ECOBD
YCIK_ECOLI	P31808	C6EFW6_ECOBD
YCIN_ECOLI	P0AB61	C6EFW4_ECOBD
YCIO_ECOLI	P0AFR4	C6EFX0_ECOBD
YCIT_ECOLI	P76034	C6EFV0_ECOBD
YCIU_ECOLI	P0A8L7	C6EFY8_ECOBD
YCIW_ECOLI	P76035	C6EFU5_ECOBD
YCIX_ECOLI	P58094	C6EFW0_ECOBD
YCIY_ECOLI	A5A613	Null
YCIZ_ECOLI	A5A614	C6EFU9_ECOBD
YCJD_ECOLI	P45736	C6EFU3_ECOBD
YCJR_ECOLI	P76044	C6EFR8_ECOBD
YCJS_ECOLI	P77503	C6EFR7_ECOBD
YCJT_ECOLI	P77154	C6EFR6_ECOBD
YCJW_ECOLI	P77615	C6EFR2_ECOBD
YCJX_ECOLI	P76046	C6EFR1_ECOBD
YCJY_ECOLI	P76049	C6EFQ4_ECOBD
YDAC_ECOLI	P33230	C6EFN5_ECOBD
YDAE_ECOLI	P38394	C6EFN2_ECOBD
YDAF_ECOLI	P0ACW0	C6EFM9_ECOBD
YDAG_ECOLI	P76061	C6EFM8_ECOBD
YDAL_ECOLI	P76053	C6EFP3_ECOBD
YDAM_ECOLI	P77302	C6EFP2_ECOBD
YDAQ_ECOLI	P76057	Null
YDAT_ECOLI	P76064	Null
YDAU_ECOLI	P76065	Null
YDAV_ECOLI	P77546	Null
YDAW_ECOLI	P76066	Null
YDAY_ECOLI	P76069	Null
YDBC_ECOLI	P25906	Null
YDCF_ECOLI	P34209	C6EEU9_ECOBD
YDCH_ECOLI	P0ACW6	C6EET7_ECOBD
YDCI_ECOLI	P77171	C6EEU0_ECOBD
YDCK_ECOLI	P76100	C6EET5_ECOBD
YDCN_ECOLI	P77626	C6EES9_ECOBD
YDCP_ECOLI	P76104	C6EES8_ECOBD
YDCQ_ECOLI	P67697	C6EES5_ECOBD
YDCR_ECOLI	P77730	C6EES4_ECOBD
YDCY_ECOLI	P64455	C6EER7_ECOBD
YDDE_ECOLI	P37757	Null
YDDH_ECOLI	P76121	C6EEQ2_ECOBD
YDDJ_ECOLI	P76122	Null
YDDK_ECOLI	P76123	Null
YDDM_ECOLI	P67699	C6EEP0_ECOBD
YDDV_ECOLI	P0AA89	Null
YDEH_ECOLI	P31129	C6EDV1_ECOBD
YDEM_ECOLI	P76134	C6EEM0_ECOBD
YDEP_ECOLI	P77561	C6EEL6_ECOBD
YDET_ECOLI	P76137	Null
YDFA_ECOLI	P0ACW8	Null
YDFB_ECOLI	P29009	Null
YDFC_ECOLI	P21418	Null
YDFD_ECOLI	P29010	C6EDS0_ECOBD
YDFE_ECOLI	Q47138	C6EDR9_ECOBD
YDFG_ECOLI	P39831	C6EDU7_ECOBD
YDFH_ECOLI	P0ACM2	C6EDU6_ECOBD
YDFI_ECOLI	P77260	C6EDU4_ECOBD
YDFK_ECOLI	P76154	C6EDU2_ECOBD
YDFO_ECOLI	P76156	Null
YDFR_ECOLI	P76160	C6EFM6_ECOBD
YDFU_ECOLI	P76162	C6EDT2_ECOBD
YDFV_ECOLI	P76163	Null
YDFW_ECOLI	P76164	Null
YDFX_ECOLI	P76165	C6EDS6_ECOBD
YDFZ_ECOLI	P64463	C6EDU5_ECOBD
YDGJ_ECOLI	P77376	C6EDM3_ECOBD
YDHB_ECOLI	P0ACR2	C6ECU4_ECOBD
YDHF_ECOLI	P76187	C6EDJ8_ECOBD
YDHL_ECOLI	P64474	C6ECV5_ECOBD
YDHQ_ECOLI	P77552	C6ECT9_ECOBD
YDHR_ECOLI	P0ACX3	C6ECT8_ECOBD
YDHS_ECOLI	P77148	C6ECT7_ECOBD
YDHT_ECOLI	P77147	C6ECT6_ECOBD
YDHV_ECOLI	P76192	C6ECT2_ECOBD
YDHW_ECOLI	P77564	C6ECT3_ECOBD
YDHZ_ECOLI	P0ACX5	C6ECT0_ECOBD
YDIA_ECOLI	P0A8A4	C6ECQ3_ECOBD
YDIB_ECOLI	P0A6D5	C6ECR5_ECOBD
YDIE_ECOLI	P0ACX9	C6ECQ1_ECOBD
YDIF_ECOLI	P37766	C6ECR3_ECOBD
YDIH_ECOLI	P64476	C6ECS1_ECOBD
YDII_ECOLI	P77781	C6ECS0_ECOBD
YDIJ_ECOLI	P77748	C6ECR9_ECOBD
YDIL_ECOLI	P76196	C6ECR7_ECOBD
YDIO_ECOLI	P0A9U8	C6ECR2_ECOBD
YDIP_ECOLI	P77402	C6ECR1_ECOBD
YDIQ_ECOLI	P76201	C6ECR0_ECOBD
YDIR_ECOLI	P77378	C6ECQ9_ECOBD
YDIS_ECOLI	P77337	C6ECQ8_ECOBD
YDIT_ECOLI	P77714	C6ECQ7_ECOBD
YDIU_ECOLI	P77649	C6ECQ0_ECOBD
YDIV_ECOLI	P76204	Null
YDIZ_ECOLI	P64479	C6ECN4_ECOBD
YDJA_ECOLI	P0ACY1	C6ECJ2_ECOBD
YDJF_ECOLI	P77721	C6ECI7_ECOBD
YDJH_ECOLI	P77493	C6ECI5_ECOBD
YDJI_ECOLI	P77704	C6ECI4_ECOBD
YDJO_ECOLI	P76210	C6ECM8_ECOBD
YEAC_ECOLI	P76231	C6EC52_ECOBD
YEAD_ECOLI	P39173	C6EC49_ECOBD
YEAE_ECOLI	P76234	C6EC48_ECOBD
YEAG_ECOLI	P0ACY3	Null
YEAH_ECOLI	P76235	C6EC46_ECOBD
YEAK_ECOLI	P64483	C6EC43_ECOBD
YEAM_ECOLI	P76241	C6EC41_ECOBD
YEAO_ECOLI	P76243	C6EC39_ECOBD
YEAP_ECOLI	P76245	C6EC37_ECOBD
YEAR_ECOLI	P64488	C6EC33_ECOBD
YEAW_ECOLI	P0ABR7	C6EC29_ECOBD
YEAX_ECOLI	P76254	C6EC28_ECOBD
YEAZ_ECOLI	P76256	C6EC24_ECOBD
YEBB_ECOLI	P24238	C6EBW5_ECOBD
YEBC_ECOLI	P0A8A0	C6EBW3_ECOBD
YEBG_ECOLI	P0ACY9	C6EBY0_ECOBD
YEBR_ECOLI	P76270	C6EBZ7_ECOBD
YEBV_ECOLI	P64503	C6EBZ3_ECOBD
YEBW_ECOLI	P76275	C6EBZ2_ECOBD
YECA_ECOLI	P0AD05	C6EBF1_ECOBD
YECD_ECOLI	P0ADI7	C6EBW0_ECOBD
YECE_ECOLI	P37348	C6EBV9_ECOBD
YECF_ECOLI	P0AD07	C6EBE6_ECOBD
YECH_ECOLI	P46887	C6EBF3_ECOBD
YECJ_ECOLI	P0AD10	C6EBF7_ECOBD
YECM_ECOLI	P52007	C6EBV2_ECOBD
YEDF_ECOLI	P0AA31	C6EBD1_ECOBD
YEDK_ECOLI	P76318	C6EBD0_ECOBD
YEDL_ECOLI	P76319	C6EBC9_ECOBD
YEDM_ECOLI	P76322	Null
YEDN_ECOLI	P76321	Null
YEDW_ECOLI	P76340	C6EB99_ECOBD
YEED_ECOLI	P33014	C6EB71_ECOBD
YEEL_ECOLI	P76349	Null
YEEN_ECOLI	P0A8A2	C6EB86_ECOBD
YEEP_ECOLI	P76359	Null
YEES_ECOLI	P76362	Null
YEET_ECOLI	P64521	Null
YEEU_ECOLI	P76364	Null
YEEV_ECOLI	P64524	C6EDB7_ECOBD
YEEW_ECOLI	P64526	C6EDB6_ECOBD
YEEX_ECOLI	P0A8M6	C6EB76_ECOBD
YEEY_ECOLI	P76369	C6EB68_ECOBD
YEFG_ECOLI	P37749	Null
YEFM_ECOLI	P69346	Null
YEGD_ECOLI	P36928	C6EAN8_ECOBD
YEGK_ECOLI	P76395	C6EAN6_ECOBD
YEGL_ECOLI	P76396	C6EAN5_ECOBD
YEGP_ECOLI	P76402	C6EAM5_ECOBD
YEGQ_ECOLI	P76403	C6EAM4_ECOBD
YEGS_ECOLI	P76407	C6EAM2_ECOBD
YEGU_ECOLI	P76418	C6EAL1_ECOBD
YEGV_ECOLI	P76419	C6EAL0_ECOBD
YEGW_ECOLI	P0ACM5	C6EAK9_ECOBD
YEHI_ECOLI	P33346	C6EAJ5_ECOBD
YEHK_ECOLI	P33347	C6EAJ4_ECOBD
YEHL_ECOLI	P33348	C6EAJ3_ECOBD
YEHM_ECOLI	P33349	C6EAJ2_ECOBD
YEHP_ECOLI	P33352	C6EAJ1_ECOBD
YEHQ_ECOLI	P33353	C6EAJ0_ECOBD
YEHS_ECOLI	P33355	C6EAI8_ECOBD
YEHT_ECOLI	P0AFT5	C6EAI7_ECOBD
YEIA_ECOLI	P25889	C6EAG5_ECOBD
YEIE_ECOLI	P0ACR4	C6EAF6_ECOBD
YEII_ECOLI	P33020	C6EAF3_ECOBD
YEIQ_ECOLI	P33029	C6EA25_ECOBD
YEIR_ECOLI	P33030	C6EA24_ECOBD
YEIT_ECOLI	P76440	C6EAG6_ECOBD
YEIW_ECOLI	P0AFT8	C6EA27_ECOBD
YEJG_ECOLI	P0AD21	C6EA16_ECOBD
YEJH_ECOLI	P33919	C6EA13_ECOBD
YEJL_ECOLI	P0AD24	C6EA10_ECOBD
YFAD_ECOLI	P37014	C6E9V6_ECOBD
YFAE_ECOLI	P0ABW3	C6E9W5_ECOBD
YFAH_ECOLI	P45505	C6E9W3_ECOBD
YFAX_ECOLI	P77732	Null
YFBM_ECOLI	P76483	C6E9S9_ECOBD
YFBN_ECOLI	P76484	Null
YFBO_ECOLI	P76485	Null
YFBP_ECOLI	P76486	Null
YFBQ_ECOLI	P0A959	C6ELG3_ECOBD
YFBR_ECOLI	P76491	C6ELG2_ECOBD
YFBT_ECOLI	P77625	C6ELG0_ECOBD
YFBU_ECOLI	P0A8W8	C6ELF9_ECOBD
YFCB_ECOLI	P39199	C6ELC3_ECOBD
YFCD_ECOLI	P65556	C6ELF4_ECOBD
YFCE_ECOLI	P67095	C6ELF3_ECOBD
YFCF_ECOLI	P77544	C6ELF2_ECOBD
YFCG_ECOLI	P77526	C6ELF1_ECOBD
YFCH_ECOLI	P77775	C6ELE9_ECOBD
YFCI_ECOLI	P77768	C6ELE8_ECOBD
YFCL_ECOLI	P64540	C6ELC8_ECOBD
YFCM_ECOLI	P76938	C6ELC7_ECOBD
YFCN_ECOLI	P0A8B2	C6ELC2_ECOBD
YFCZ_ECOLI	P0AD33	C6ELB1_ECOBD
YFDF_ECOLI	P76505	Null
YFDK_ECOLI	P77656	Null
YFDL_ECOLI	P76508	Null
YFDM_ECOLI	P76509	Null
YFDN_ECOLI	P76510	Null
YFDO_ECOLI	P0AD35	Null
YFDP_ECOLI	P76512	Null
YFDQ_ECOLI	P76513	Null
YFDR_ECOLI	P76514	Null
YFDS_ECOLI	P76515	Null
YFDT_ECOLI	P76516	Null
YFDZ_ECOLI	P77434	C6EL89_ECOBD
YFEC_ECOLI	P0AD37	C6EL74_ECOBD
YFED_ECOLI	P27238	C6EL73_ECOBD
YFER_ECOLI	P0ACR7	C6EL70_ECOBD
YFES_ECOLI	P78271	C6EL57_ECOBD
YFEX_ECOLI	P76536	C6EKS3_ECOBD
YFFB_ECOLI	P24178	C6EKP1_ECOBD
YFFL_ECOLI	P76543	Null
YFFM_ECOLI	P76544	Null
YFFN_ECOLI	P76545	Null
YFFO_ECOLI	P76546	Null
YFFP_ECOLI	P76547	Null
YFFR_ECOLI	P76549	Null
YFFS_ECOLI	P76550	Null
YFGD_ECOLI	P76569	C6EKL6_ECOBD
YFGJ_ECOLI	P76575	C6EKJ9_ECOBD
YFHA_ECOLI	P0AFU4	C6EKF3_ECOBD
YFHL_ECOLI	P52102	C6EK26_ECOBD
YFIF_ECOLI	P0AGJ5	C6EK05_ECOBD
YFIH_ECOLI	P33644	C6EJZ7_ECOBD
YFIP_ECOLI	Q47319	C6EK03_ECOBD
YFIQ_ECOLI	P76594	C6EK02_ECOBD
YFJF_ECOLI	P52119	C6EJX5_ECOBD
YFJG_ECOLI	P0AGL5	C6EJX4_ECOBD
YFJH_ECOLI	P52123	Null
YFJI_ECOLI	P52124	Null
YFJJ_ECOLI	P52125	Null
YFJK_ECOLI	P52126	Null
YFJL_ECOLI	P52127	Null
YFJM_ECOLI	P52128	Null
YFJN_ECOLI	P52129	Null
YFJO_ECOLI	P52130	Null
YFJQ_ECOLI	P52132	Null
YFJR_ECOLI	P52133	Null
YFJU_ECOLI	P0CF86	Null
YFJX_ECOLI	P52139	Null
YFJY_ECOLI	P52140	Null
YFJZ_ECOLI	P52141	Null
YGAC_ECOLI	P0AD53	C6EJV4_ECOBD
YGAD_ECOLI	P0A6G3	C6EJT1_ECOBD
YGAE_ECOLI	P37338	C6EJW1_ECOBD
YGAQ_ECOLI	P76616	Null
YGAU_ECOLI	P0ADE6	C6EJW0_ECOBD
YGAV_ECOLI	P77295	C6EJV8_ECOBD
YGBA_ECOLI	P25728	C6EJD6_ECOBD
YGBF_ECOLI	P45956	Null
YGBI_ECOLI	P52598	C6EJD2_ECOBD
YGBK_ECOLI	Q46889	C6EJD0_ECOBD
YGBL_ECOLI	Q46890	C6EJC9_ECOBD
YGBM_ECOLI	Q46891	C6EJC8_ECOBD
YGBT_ECOLI	Q46896	Null
YGCB_ECOLI	P38036	Null
YGCE_ECOLI	P55138	C6EJ97_ECOBD
YGCF_ECOLI	P64554	C6EJ96_ECOBD
YGCH_ECOLI	Q46897	Null
YGCI_ECOLI	Q46898	Null
YGCJ_ECOLI	Q46899	Null
YGCK_ECOLI	P76632	Null
YGCN_ECOLI	Q46904	C6EJA6_ECOBD
YGCO_ECOLI	Q46905	C6EJA5_ECOBD
YGCP_ECOLI	Q46906	C6EJA4_ECOBD
YGCQ_ECOLI	Q46907	C6EJA3_ECOBD
YGCR_ECOLI	Q46908	C6EJA2_ECOBD
YGCU_ECOLI	Q46911	C6EJA0_ECOBD
YGCW_ECOLI	P76633	C6EJ99_ECOBD
YGDH_ECOLI	P0ADR8	C6EJ77_ECOBD
YGDK_ECOLI	P0AGF2	C6EJ55_ECOBD
YGEA_ECOLI	P03813	C6EJ28_ECOBD
YGEF_ECOLI	Q46786	Null
YGEG_ECOLI	Q46787	Null
YGEI_ECOLI	Q46789	Null
YGEK_ECOLI	Q46791	Null
YGEN_ECOLI	Q46793	Null
YGEO_ECOLI	Q46795	Null
YGEP_ECOLI	Q46796	Null
YGEV_ECOLI	Q46802	C6EIN9_ECOBD
YGEW_ECOLI	Q46803	C6EIN8_ECOBD
YGEY_ECOLI	P65807	C6EIN6_ECOBD
YGFA_ECOLI	P0AC28	C6EIJ7_ECOBD
YGFB_ECOLI	P0A8C4	C6EIJ9_ECOBD
YGFF_ECOLI	P52037	C6EIK6_ECOBD
YGFH_ECOLI	P52043	C6EII9_ECOBD
YGFI_ECOLI	P52044	C6EII8_ECOBD
YGFJ_ECOLI	Q46810	C6EIN1_ECOBD
YGFK_ECOLI	Q46811	C6EIN0_ECOBD
YGFM_ECOLI	P64557	C6EIM8_ECOBD
YGFS_ECOLI	Q46819	C6EIM3_ECOBD
YGFT_ECOLI	Q46820	C6EIM2_ECOBD
YGFY_ECOLI	P64559	C6EIL1_ECOBD
YGFZ_ECOLI	P0ADE8	C6EIL0_ECOBD
YGGC_ECOLI	P11664	C6EII1_ECOBD
YGGD_ECOLI	P11663	C6EII0_ECOBD
YGGF_ECOLI	P21437	C6EIH9_ECOBD
YGGL_ECOLI	P38521	C6EIF1_ECOBD
YGGR_ECOLI	P52052	C6EIG1_ECOBD
YGGS_ECOLI	P67080	C6EIG0_ECOBD
YGGU_ECOLI	P52060	C6EIF8_ECOBD
YGGW_ECOLI	P52062	C6EIF6_ECOBD
YGHA_ECOLI	P0AG84	C6EHY9_ECOBD
YGHO_ECOLI	Q46840	C6EIC9_ECOBD
YGHW_ECOLI	P64574	C6EHZ3_ECOBD
YGHX_ECOLI	Q7DFU6	C6EHZ2_ECOBD
YGHZ_ECOLI	Q46851	C6EHZ1_ECOBD
YGIA_ECOLI	Q79CP2	Null
YGIB_ECOLI	P0ADT2	C6EHV7_ECOBD
YGIC_ECOLI	P0ADT5	C6EHV6_ECOBD
YGID_ECOLI	P24197	C6EHV5_ECOBD
YGIF_ECOLI	P30871	C6EHU1_ECOBD
YGIN_ECOLI	P0ADU2	C6EHW4_ECOBD
YGIQ_ECOLI	Q46861	C6EHX8_ECOBD
YGIT_ECOLI	Q46864	C6EHX2_ECOBD
YGIV_ECOLI	Q46866	C6EHX0_ECOBD
YGJH_ECOLI	P42589	C6EHS2_ECOBD
YGJM_ECOLI	P67701	C6EHR4_ECOBD
YGJN_ECOLI	P64578	C6EHR3_ECOBD
YGJP_ECOLI	P42597	C6EHR1_ECOBD
YGJR_ECOLI	P42599	C6EHQ9_ECOBD
YHAB_ECOLI	P11865	C6EHA4_ECOBD
YHAC_ECOLI	P11864	C6EHA3_ECOBD
YHAJ_ECOLI	P67660	C6EHN7_ECOBD
YHAK_ECOLI	P42624	C6EHN6_ECOBD
YHAL_ECOLI	P42625	C6EHB5_ECOBD
YHAV_ECOLI	P64594	Null
YHBJ_ECOLI	P0A894	C6EH22_ECOBD
YHBO_ECOLI	P45470	C6EH72_ECOBD
YHBP_ECOLI	P67762	C6EH71_ECOBD
YHBQ_ECOLI	P45472	C6EH70_ECOBD
YHBS_ECOLI	P63417	C6EH69_ECOBD
YHBT_ECOLI	P64599	C6EH68_ECOBD
YHBU_ECOLI	P45527	C6EH67_ECOBD
YHBV_ECOLI	P45475	C6EH66_ECOBD
