Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	Abundance Level
P0ABQ0	1	1	1	1	0	1	1	6	A	COABC_ECOLI	1.92	2	2	2	2		2.487550147	A	P
P0ABR5	0	1	1	1	0	0	1	4	A	HCAE_ECOLI			2	0	0			A	P
P0ABR7	0	1	1	1	0	0	0	3	A	YEAW_ECOLI			0	0					A
P0ABR9	0	1	1	1	1	0	0	4	A	MHPB_ECOLI			0	0	0	0			A
P0ABS8	0	1	1	1	1	0	1	5	A	HOLE_ECOLI			2	2		0		A	P
P0ABW0	0	1	1	1	0	0	0	3	A	HCAC_ECOLI			2	2	2				P
P0ABY2	0	1	1	1	1	0	0	4	A	FLIT_ECOLI			2	2	0	0			P
P0ABY7	0	1	1	1	0	1	1	5	A	FLHC_ECOLI			2	2	2		4.125375966	A	P
P0AC00	0	1	1	1	0	0	0	3	A	FRLB_ECOLI			0	0	0				A
P0AC16	0	1	1	1	0	0	1	4	A	FOLB_ECOLI			2	2	2			A	P
P0AC62	1	1	1	1	0	0	1	5	A	GLRX3_ECOLI	5.67	2	2	2	2			A	P
P0AC65	0	1	1	1	0	1	0	4	A	NRDH_ECOLI			2	2	2				P
P0AC92	0	0	0	0	0	0	1	1	A	GNSA_ECOLI								A	E
P0ACA7	1	1	1	1	0	1	1	6	A	YLIJ_ECOLI	0.92	2	2	2	2			A	P
P0ACE3	0	1	1	1	1	0	0	4	A	HHA_ECOLI			2	2	2	0			P
P0ACG1	1	1	1	1	0	0	1	5	A	STPA_ECOLI	1.93	2	2	0	2			A	P
P0ACG8	0	1	1	1	0	1	1	5	A	HSLR_ECOLI			2	2	2			A	P
P0ACL5	0	1	1	1	1	0	1	5	A	GLCC_ECOLI			2	2	0	0		A	P
P0ACM9	0	1	1	1	0	0	0	3	A	YIHL_ECOLI			2	2	2				P
P0ACN4	1	1	1	1	0	0	1	5	A	ALLR_ECOLI	1	2	2	2	2			A	P
P0ACP1	1	1	1	1	0	1	1	6	A	FRUR_ECOLI	0.51	2	2	2	2		2.924881189	A	P
P0ACP7	1	1	1	1	0	0	1	5	A	PURR_ECOLI	1	2	2	2	2			A	P
P0ACQ0	0	1	1	1	0	0	1	4	A	RBSR_ECOLI			2	2	2			A	P
P0ACR0	0	1	1	1	0	0	0	3	A	ALLS_ECOLI			0	1	0				A
P0ACR7	0	1	1	1	0	1	1	5	A	YFER_ECOLI			0	0	0			A	A
P0ACR9	1	1	1	1	0	0	1	5	A	MPRA_ECOLI	1.29	2	2	2	2			A	P
P0ACU5	0	1	1	1	0	1	1	5	A	FABR_ECOLI			2	2	2			A	P
P0ACU7	1	1	1	1	0	1	1	6	A	YJDC_ECOLI	0.33	2	2	2	2		4.684826118	A	P
P0ACV6	0	1	1	1	0	0	0	3	A	MPAA_ECOLI			2	2	2				P
P0ACV8	0	1	1	1	0	1	0	4	A	YMJA_ECOLI			2	2	2				P
P0ACW6	1	1	1	1	0	0	1	5	A	YDCH_ECOLI	1.73	2	0	2	2			A	P
P0ACX3	0	1	1	1	0	1	1	5	A	YDHR_ECOLI			2	2	2			A	P
P0ACX5	0	1	1	1	0	1	0	4	A	YDHZ_ECOLI			0	1	2				P
P0ACX9	0	1	1	1	0	0	0	3	A	YDIE_ECOLI			2	0	0				P
P0ACY9	0	1	1	1	0	1	0	4	A	YEBG_ECOLI			2	2	2		3.979177637		P
P0ACZ2	0	1	1	1	0	0	1	4	A	ETP_ECOLI			0	0	0			A	A
P0ACZ4	1	1	1	1	1	0	1	6	A	EVGA_ECOLI	0.51	2	2	2	2	0		A	P
P0AD01	0	1	1	1	0	1	0	4	A	DCUR_ECOLI			2	2	2				P
P0AD07	0	1	1	1	0	0	0	3	A	YECF_ECOLI			0	0	0				A
P0AD10	1	0	0	0	0	0	0	1	A	YECJ_ECOLI		2							P
P0AD21	0	1	1	1	0	0	1	4	A	YEJG_ECOLI			2	2	2			A	P
P0AD24	1	1	1	1	0	1	0	5	A	YEJL_ECOLI		2	2	2	2		5.065692358		P
P0AD33	1	1	1	1	0	0	0	4	A	YFCZ_ECOLI	0.58	2	2	2	2				P
P0AD40	0	0	0	0	0	0	0	0	A	YPEB_ECOLI									E
P0AD49	1	1	1	1	0	1	1	6	A	RAIA_ECOLI	16.89	2	2	2	2			A	P
P0AD79	0	1	1	1	1	0	0	4	A	LPL_ECOLI			2	2		0			P
P0AD89	0	1	1	1	1	0	0	4	A	LPTN_ECOLI			2	2	2	0			P
P0ADC8	0	1	1	1	0	0	0	3	A	YJIX_ECOLI			2	2	2				P
P0ADD9	0	1	1	1	0	0	0	3	A	YJJY_ECOLI			2	2	2				P
P0ADE2	0	1	1	1	0	0	0	3	A	YTFK_ECOLI			2	2	2				P
P0ADG1	0	1	1	1	1	0	0	4	A	ILVM_ECOLI			2	2		0			P
P0ADG4	1	1	1	1	0	0	1	5	A	SUHB_ECOLI	0.33	2	0	0	0			A	P
P0ADJ3	0	1	1	1	0	0	0	3	A	YHJR_ECOLI			2	2	2				P
P0ADK6	0	1	1	1	0	1	1	5	A	YIBA_ECOLI			2	2				A	P
P0ADK8	1	1	1	1	0	1	1	6	A	YIBL_ECOLI	0.92	2	2	2	2		5.343421396	A	P
P0ADU2	1	1	1	1	0	0	1	5	A	YGIN_ECOLI	0.71	2	2	2	2			A	P
P0ADW8	0	0	0	0	0	0	0	0	A	YHEV_ECOLI									E
P0ADX5	0	1	1	1	0	1	0	4	A	YHFG_ECOLI			0	2	0		8.214973384		P
P0ADZ0	1	1	1	1	0	0	1	5	A	RL23_ECOLI	9.98	2	2	2	2			A	P
P0AE56	0	1	1	1	0	0	0	3	A	BFD_ECOLI			2	2	2				P
P0AE63	0	1	1	1	1	0	0	4	A	CHAB_ECOLI			2	0		0			P
P0AE67	0	1	1	1	1	1	0	5	A	CHEY_ECOLI			2	2	0	0			P
P0AE70	0	1	1	1	1	0	0	4	A	CHPA_ECOLI			2	2	2	0			P
P0AE72	0	1	1	1	1	0	0	4	A	CHPR_ECOLI			2	2	2	0			P
P0AED5	1	1	1	1	0	1	0	5	A	UVRY_ECOLI	0.62	2	2	2	2		9.330285967		P
P0AED9	0	1	1	1	0	0	0	3	A	DCM_ECOLI			2	2	0				P
P0AEG8	0	1	1	1	1	0	0	4	A	DSRB_ECOLI			2	2	2	0			P
P0AEH3	0	1	1	1	0	1	1	5	A	ELAA_ECOLI			2	2	2		3.797671114	A	P
P0AEJ6	0	1	1	1	0	1	0	4	A	EUTB_ECOLI			2	2	2		2.616573071		P
P0AEK2	0	0	1	1	0	0	1	3	A	FABG_ECOLI				2	2			A	P
P0AEL3	0	1	1	1	1	1	0	5	A	FEOA_ECOLI			2	2	2	0			P
P0AEL8	0	1	1	1	1	0	0	4	A	FIMZ_ECOLI			0	0	0	0			A
P0AEM4	0	1	1	1	1	0	0	4	A	FLGM_ECOLI			2	2	2	0			P
P0AEM6	0	1	1	1	1	0	0	4	A	FLIA_ECOLI			2	2	2	0			P
P0AEP7	0	1	1	1	1	1	0	5	A	GCL_ECOLI			0	0	0	0	0.08974933		L
P0AEP9	0	1	1	1	1	0	0	4	A	GLCD_ECOLI			0	2	0	0			P
P0AEQ1	1	1	1	1	1	0	0	5	A	GLCG_ECOLI	32.51	2	2	2	2	0			P
P0AES6	1	1	1	1	1	1	1	7	A	GYRB_ECOLI	5.12	2	2	2	2	0		A	P
P0AEW9	0	1	1	1	0	1	1	5	A	K1PF_ECOLI			2	2	2		1.11744857	A	P
P0AF59	0	1	1	1	0	1	0	4	A	YJDI_ECOLI			0	0	0		2.390741597		P
P0AF61	0	1	1	1	0	0	0	3	A	YJDK_ECOLI			0	0	2				P
P0AF90	1	1	1	1	0	1	1	6	A	YJGD_ECOLI	2.69	2	2	2	2			A	P
P0AF96	1	1	1	1	0	1	0	5	A	YJGK_ECOLI		2	2	2	2				P
P0AFH0	0	1	1	1	0	1	1	5	A	OGT_ECOLI			0	0	2		0.977181047	A	P
P0AFJ1	1	1	1	1	1	0	0	5	A	PHNA_ECOLI	1.29	2	2	2	2	0			P
P0AFP4	0	1	1	1	0	1	1	5	A	YBBO_ECOLI			2	2	2		1.463157289	A	P
P0AFT8	0	0	0	0	0	0	0	0	A	YEIW_ECOLI									E
P0AFU6	0	1	1	1	0	0	0	3	A	YIIF_ECOLI			0	2	2				P
P0AFW2	0	1	1	1	1	0	0	4	A	RMF_ECOLI			2	2	2	0			P
P0AFZ5	0	1	1	1	1	1	0	5	A	SULA_ECOLI			2	2	2	0	1.264505404		P
P0AG11	0	1	1	1	1	0	0	4	A	UMUD_ECOLI			2	2	2	0			P
P0AG18	1	1	1	1	1	0	1	6	A	PUR6_ECOLI	3.85	2	0	0	0	0		A	P
P0AG20	1	1	1	1	0	0	1	5	A	RELA_ECOLI	0.26	2	2	2	2			A	P
P0AG48	1	1	1	1	0	0	1	5	A	RL21_ECOLI	6.88	2	2	2	2			A	P
P0AG51	1	1	1	1	0	0	1	5	A	RL30_ECOLI	7.55	2	2	2	2			A	P
P0AG67	1	1	1	1	0	0	1	5	A	RS1_ECOLI	14	2	2	2	2			A	P
P0AGE9	1	1	1	1	0	0	1	5	A	SUCD_ECOLI	8	2	2	2	2			A	P
P0AGJ9	1	1	1	1	0	0	1	5	A	SYY_ECOLI	3.62	2	2	2	2			A	P
P0AGK4	1	1	1	1	0	1	1	6	A	YHBY_ECOLI	0.31	2	2	2	2		38.14435461	A	P
P0C018	1	1	1	1	0	0	1	5	A	RL18_ECOLI	9.88	2	2	2	2			A	P
P0C0L9	1	1	1	1	0	0	1	5	A	ISCX_ECOLI	4.43	2	2	2	2			A	P
P0C8J6	1	1	1	1	0	1	1	6	A	GATY_ECOLI	26.98	2	2	2	2		25.95754551	A	P
P0C8J8	1	1	1	1	0	1	1	6	A	GATZ_ECOLI	18.75	2	2	2	2		8.86487608	A	P
P0CB62	0	0	0	0	0	0	0	0	A	YMIA_ECOLI									E
P10151	0	1	1	1	1	0	0	4	A	LEUO_ECOLI			2	0	0	0			P
P10371	0	1	1	1	0	0	1	4	A	HIS4_ECOLI			2	2	2			A	P
P10902	0	1	1	1	0	0	1	4	A	NADB_ECOLI			2	2	2			A	P
P10908	0	1	1	1	0	0	0	3	A	UGPQ_ECOLI			2	2	2				P
P11553	0	1	1	1	1	1	0	5	A	FUCK_ECOLI			2	2	2	0			P
P11664	0	1	1	1	0	0	1	4	A	YGGC_ECOLI			2	2	2			A	P
P11864	0	1	1	1	0	0	0	3	A	YHAC_ECOLI			0	0					A
P11865	0	1	1	1	0	0	0	3	A	YHAB_ECOLI			0	0	0				A
P11866	0	1	1	1	1	0	0	4	A	TDCR_ECOLI			0	0	0	0			A
P11868	0	1	1	1	0	1	0	4	A	TDCD_ECOLI			0	0	2				P
P11988	0	1	1	1	1	0	0	4	A	BGLB_ECOLI			0	0	1	0			A
P11989	0	1	1	1	1	1	0	5	A	BGLG_ECOLI			0	0	0	0			L
P12998	0	1	1	1	0	1	0	4	A	BIOF_ECOLI			0	0	0				L
P13445	0	1	1	1	0	0	1	4	A	RPOS_ECOLI			2	2	2			A	P
P13669	1	1	1	1	1	0	1	6	A	MNGR_ECOLI	0.28	2	2	2	2	0		A	P
P13857	0	1	1	1	1	0	0	4	A	RIML_ECOLI			2	2	2	0			P
P14375	0	1	1	1	0	0	1	4	A	ZRAR_ECOLI			2	2	2			A	P
P14900	1	1	1	1	0	0	1	5	A	MURD_ECOLI	1.11	2	2	2	2			A	P
P15005	1	1	1	1	0	1	1	6	A	MCRB_ECOLI	0.43	2	2	2	2			A	P
P15006	0	1	1	1	0	0	0	3	A	MCRC_ECOLI			2	2	2				P
P15043	0	1	1	1	0	1	0	4	A	RECQ_ECOLI			0	0	0		1.4341184		P
P15047	0	1	1	1	0	0	0	3	A	ENTA_ECOLI			0	0	0				A
P15081	0	1	1	1	1	0	0	4	A	GUTM_ECOLI			2	2	2	0			P
P15082	0	1	1	1	0	0	1	4	A	SRLR_ECOLI			2	2	2			A	P
P15373	0	1	1	1	1	0	0	4	A	SOHA_ECOLI			2	2	2	0			P
P16681	0	1	1	1	1	0	0	4	A	PHNB_ECOLI			0	0	0	0			A
P16688	0	1	1	1	1	1	0	5	A	PHNJ_ECOLI			2	2	2	0			P
P16690	0	1	1	1	0	1	1	5	A	PHNN_ECOLI			2	2	2			A	P
P16694	0	1	1	1	0	0	0	3	A	YJDA_ECOLI			2	2					P
P17117	1	1	1	1	0	0	1	5	A	NFSA_ECOLI	0.67	2	2	2	2			A	P
P17169	1	1	1	1	0	0	1	5	A	GLMS_ECOLI	2.14	2	2	2	2			A	P
P17445	1	1	1	1	0	0	1	5	A	BETB_ECOLI		2	2	2	0			A	P
P17446	0	1	1	1	1	0	1	5	A	BETI_ECOLI			2	2	0	0		A	P
P17846	0	1	1	1	0	0	1	4	A	CYSI_ECOLI			2	2				A	P
P18133	1	1	1	1	0	1	0	5	A	PNCB_ECOLI	0.63	2	2	2	2		7.476548915		P
P18393	0	0	0	0	0	0	0	0	A	YBDZ_ECOLI									E
P18811	0	1	1	1	0	0	1	4	A	MALI_ECOLI			2	2	2			A	P
P19317	0	1	1	1	0	1	1	5	A	NARW_ECOLI			2	0	0			A	P
P19636	0	1	1	1	0	0	1	4	A	EUTC_ECOLI			2	2	0			A	P
P19925	0	1	1	1	1	0	0	4	A	ENTD_ECOLI			0	0	0	0			A
P19930	0	1	1	1	1	0	0	4	A	HYAD_ECOLI			0	0	0	0			A
P20099	0	1	1	1	0	0	0	3	A	BISC_ECOLI			2	2	2				P
P20605	0	1	1	1	1	0	1	5	A	FIC_ECOLI			2	2		0		A	P
P21189	1	1	1	1	0	0	0	4	A	DPO2_ECOLI	0.32	2	2	0					P
P21361	0	1	1	1	0	0	0	3	A	YCIG_ECOLI			0	0	0				A
P21362	0	1	1	1	0	1	0	4	A	YCIF_ECOLI			0	0	0				L
P21363	0	1	1	1	0	1	0	4	A	YCIE_ECOLI			0	0	2				P
P21437	0	1	1	1	0	0	0	3	A	YGGF_ECOLI			0	0	0				A
P21507	1	1	1	1	0	0	1	5	A	SRMB_ECOLI	1.44	2	2	2	2			A	P
P21514	0	1	1	1	0	0	0	3	A	YAHA_ECOLI			2	0	0				P
P21515	0	1	1	1	0	0	1	4	A	ACPH_ECOLI			2	2				A	P
P22186	0	1	1	1	0	1	1	5	A	MRAZ_ECOLI			2	2	2			A	P
P22188	1	1	1	1	0	1	1	6	A	MURE_ECOLI	0.41	2	2	2	2		1.238121781	A	P
P22564	1	1	1	1	0	0	1	5	A	RIHC_ECOLI	1.59	2	0	2	2			A	P
P23305	1	1	1	1	0	1	1	6	A	YIGA_ECOLI	0	2	2	2	2		4.909489114	A	P
P23481	0	1	1	1	0	0	0	3	A	HYFA_ECOLI			0	0	0				A
P23484	0	1	1	1	1	0	0	4	A	FECI_ECOLI			2	0		0			P
P23840	0	1	1	1	0	0	0	3	A	DIND_ECOLI			2	2	2				P
P23869	1	1	1	1	0	1	1	6	A	PPIB_ECOLI	6.14	2	2	2	2		17.01048929	A	P
P23873	0	1	1	1	0	0	0	3	A	HIPB_ECOLI			2	2	2				P
P23874	0	1	1	1	0	1	1	5	A	HIPA_ECOLI			2	2	2		0.915922521	A	P
P23883	0	1	1	1	0	0	1	4	A	PUUC_ECOLI			0	0	0			A	A
P24169	0	1	1	1	0	0	0	3	A	DCOS_ECOLI			0	0					A
P24202	0	1	1	1	0	1	1	5	A	MRR_ECOLI			2	2	2		1.471636103	A	P
P24203	1	1	1	1	0	1	1	6	A	YJIA_ECOLI	1.67	2	2	2	2		1.266956346	A	P
P24215	1	1	1	1	0	0	1	5	A	UXUA_ECOLI		2	2	2	2			A	P
P24224	0	1	1	1	1	1	0	5	A	ACPS_ECOLI			2	2	2	0			P
P24240	0	1	1	1	0	0	0	3	A	ASCB_ECOLI			2	2					P
P24242	0	1	1	1	0	0	1	4	A	ASCG_ECOLI			2	1				A	P
P24251	1	1	1	1	0	0	1	5	A	CRL_ECOLI	1.44	2	2	2	2			A	P
P24255	0	1	1	1	0	1	1	5	A	RP54_ECOLI			2	2	2		3.140466104	A	P
P25397	1	1	1	1	1	1	1	7	A	TEHB_ECOLI	0.95	2	2	2	2	0		A	P
P25516	1	1	1	1	0	0	1	5	A	ACON1_ECOLI	1	2	2	2	2			A	P
P25524	1	1	1	1	0	0	1	5	A	CODA_ECOLI	3	2	2	2				A	P
P25526	1	1	1	1	0	1	1	6	A	GABD_ECOLI	8.84	2	2	2	0			A	P
P25553	1	1	1	1	0	1	1	6	A	ALDA_ECOLI	5.19	2	2	2	2		6.384343619	A	P
P25740	1	1	1	1	0	0	1	5	A	RFAG_ECOLI	0.33	2	2	2	2			A	P
P25741	1	1	1	1	0	0	1	5	A	RFAP_ECOLI	0.67	2	2	2	2			A	P
P25742	0	1	1	1	0	0	1	4	A	RFAQ_ECOLI			2	2	2			A	P
P26281	0	1	1	1	0	0	1	4	A	HPPK_ECOLI			2	2	2			A	P
P26602	1	1	1	1	0	1	1	6	A	UBIC_ECOLI	1	2	2	2	2		5.37827331	A	P
P26608	0	1	1	1	1	0	0	4	A	FLIS_ECOLI			2	2		0			P
P26612	0	1	1	1	0	0	0	3	A	AMY2_ECOLI			2	2	2				P
P26646	1	1	1	1	0	0	1	5	A	YHDH_ECOLI	1.65	2	2	2	2			A	P
P26649	0	1	1	1	1	0	0	4	A	GLGS_ECOLI			2	2	2	0			P
P27111	0	1	1	1	0	0	1	4	A	CYNR_ECOLI			2	2				A	P
P27128	0	1	1	1	0	0	1	4	A	RFAI_ECOLI			2	2	2			A	P
P27129	0	1	1	1	0	0	0	3	A	RFAJ_ECOLI			2	2	2				P
P27240	0	1	1	1	1	0	1	5	A	RFAY_ECOLI			2	2	2	0		A	P
P27247	0	1	1	1	0	1	1	5	A	PLSX_ECOLI			2	2	2		10.55543684	A	P
P27248	1	1	1	1	0	1	1	6	A	GCST_ECOLI	3	2	2	2	2		1.254846917	A	P
P27253	0	1	1	1	0	0	0	3	A	SBM_ECOLI			0	0	0				A
P27375	0	1	1	1	1	0	0	4	A	HTRC_ECOLI			0	2		0			P
P27832	0	1	1	1	0	0	0	3	A	RFFC_ECOLI			2	2	2				P
P27859	0	1	1	1	0	0	1	4	A	TATD_ECOLI			2	2	2			A	P
P28304	1	1	1	1	0	1	1	6	A	QOR1_ECOLI	0.53	2	2	2	2		2.976157806	A	P
P28629	0	1	1	1	0	1	0	4	A	ADIA_ECOLI			0	0	0				L
P28630	0	1	1	1	0	0	1	4	A	HOLA_ECOLI			2	2	2			A	P
P28631	0	1	1	1	1	1	1	6	A	HOLB_ECOLI			2	0	0	0	1.482548619	A	P
P28632	0	1	1	1	0	1	1	5	A	HOLD_ECOLI			2	2				A	P
P30125	0	1	1	1	0	0	1	4	A	LEU3_ECOLI			2	2	0			A	P
P30131	0	1	1	1	0	0	0	3	A	HYPF_ECOLI			2	0	2				P
P30147	0	1	1	1	1	0	0	4	A	HYI_ECOLI			0	2	0	0			P
P30176	0	0	1	1	0	0	0	2	A	YBIA_ECOLI				2	2				P
P30235	0	1	1	1	0	0	0	3	A	PSUK_ECOLI			0	0	0				A
P30744	1	1	1	1	0	0	1	5	A	SDHM_ECOLI	9.92	2	2	0	2			A	P
P30748	0	1	1	1	1	1	0	5	A	MOAD_ECOLI			2	2	2	0			P
P30979	0	1	1	1	0	0	0	3	A	YBEF_ECOLI			0	0	0				A
P31057	1	1	1	1	0	0	1	5	A	PANB_ECOLI	2.02	2	2	2	2			A	P
P31068	0	1	1	1	0	0	0	3	A	FLIH_ECOLI			2	2	2				P
P31434	0	1	1	1	0	0	0	3	A	XYLS_ECOLI			2	0	2				P
P31447	0	1	1	1	1	0	0	4	A	YIDJ_ECOLI			0	2	0	0			P
P31449	0	1	1	1	0	0	0	3	A	YIDL_ECOLI			1	0					A
P31456	0	1	1	1	0	0	0	3	A	CBRA_ECOLI			2	2	2				P
P31460	0	1	1	1	0	0	1	4	A	DGOR_ECOLI			1	2				A	P
P31463	0	1	1	1	0	0	0	3	A	YIDZ_ECOLI			2	0	0				P
P31467	0	1	1	1	0	0	1	4	A	YIEH_ECOLI			2	2	2			A	P
P31469	0	1	1	1	0	0	0	3	A	CBRC_ECOLI			2	2	2				P
P31470	0	1	1	1	0	0	0	3	A	YIEK_ECOLI			0	0	0				A
P31473	1	1	1	1	0	1	1	6	A	RAVA_ECOLI	1.45	2	2	2	2		2.528612877	A	P
P31574	0	1	1	1	0	1	0	4	A	FIXB_ECOLI			2	2	2				P
P31660	0	1	1	1	0	0	0	3	A	PRPC_ECOLI			1	1	0				P
P31806	0	1	1	1	0	0	1	4	A	YJEF_ECOLI			2	2	2			A	P
P31825	0	1	1	1	0	0	1	4	A	TRMN6_ECOLI			1	0	0			A	A
P31992	0	1	1	1	0	0	0	3	A	PPTA_ECOLI			2	2	2				P
P32134	0	1	1	1	0	0	0	3	A	YIHM_ECOLI			2	2	2				P
P32138	0	1	1	1	0	1	0	4	A	YIHQ_ECOLI			0	0	0				L
P32139	0	1	1	1	0	0	0	3	A	YIHR_ECOLI			0	0	0				A
P32140	0	1	1	1	0	0	1	4	A	YIHS_ECOLI			0	0	0			A	A
P32141	0	1	1	1	0	0	1	4	A	YIHT_ECOLI			2	2	2			A	P
P32143	0	1	1	1	0	0	1	4	A	YIHV_ECOLI			0	0				A	A
P32144	1	1	1	1	0	0	1	5	A	YIHW_ECOLI	1.27	2	2	2	2			A	P
P32152	0	1	1	1	1	0	1	5	A	FRVR_ECOLI			0	0	0	0		A	A
P32153	0	1	1	1	1	1	0	5	A	FRVX_ECOLI			0	0	0	0			L
P32685	0	1	1	1	0	0	1	4	A	YJBD_ECOLI			2	2	2			A	P
P32693	0	1	1	1	0	0	0	3	A	YJBL_ECOLI			0	0	0				A
P32694	0	1	1	1	0	0	0	3	A	YJBM_ECOLI			2	0	2				P
P32718	0	1	1	1	0	1	0	4	A	ALSK_ECOLI			2	0	0				P
P32719	0	1	1	1	0	0	0	3	A	ALSE_ECOLI			0	0	0				A
P33014	0	1	1	1	0	0	0	3	A	YEED_ECOLI			2	2	2				P
P33020	0	1	1	1	0	0	0	3	A	YEII_ECOLI			2	2	2				P
P33029	0	1	1	1	0	0	1	4	A	YEIQ_ECOLI			1	2				A	P
P33030	1	1	1	1	0	0	1	5	A	YEIR_ECOLI		2	2	0	2			A	P
P33221	1	1	1	1	0	0	1	5	A	PURT_ECOLI	1	2	1	0	0			A	P
P33222	0	1	1	1	0	0	0	3	A	YJFC_ECOLI			2	0	0				P
P33234	0	1	1	1	1	0	0	4	A	ADIY_ECOLI			2	0	2	0			P
P33346	0	1	1	1	0	0	1	4	A	YEHI_ECOLI			2	1	0			A	P
P33347	0	0	0	0	0	0	0	0	A	YEHK_ECOLI									E
P33348	0	1	1	1	0	1	0	4	A	YEHL_ECOLI			0	0	0				L
P33349	0	1	1	1	0	0	0	3	A	YEHM_ECOLI			0	0	0				A
P33352	0	1	1	1	0	0	0	3	A	YEHP_ECOLI			0	0	0				A
P33595	0	1	1	1	0	0	1	4	A	SGRR_ECOLI			2	2	2			A	P
P33667	0	1	1	1	0	1	0	4	A	SELU_ECOLI			2	2	2				P
P33898	0	1	1	1	1	0	0	4	A	G3P3_ECOLI			2	2	2	0			P
P36661	0	1	1	1	0	0	0	3	A	YCCE_ECOLI			2	1					P
P36675	0	0	0	0	0	0	0	0	A	YHDL_ECOLI									E
P36677	0	1	1	1	0	0	1	4	A	YHDN_ECOLI			2	2	2			A	P
P37005	0	1	1	1	0	0	1	4	A	LAST_ECOLI			2	2	2			A	P
P37049	0	1	1	1	0	0	0	3	A	YAEI_ECOLI			2	0					P
P37330	1	1	1	1	0	1	1	6	A	MASZ_ECOLI	8.77	2	2	2	2			A	P
P37342	0	1	1	1	0	1	0	4	A	YJJI_ECOLI			0	0	2				P
P37351	0	1	1	1	1	1	0	5	A	RPIB_ECOLI			2	2	2	0	0.975773378		P
P37613	0	1	1	1	0	0	1	4	A	YHHK_ECOLI			2	2				A	P
P37627	0	1	1	1	0	0	0	3	A	YHIJ_ECOLI			2	2					P
P37629	0	1	1	1	0	0	0	3	A	YHIL_ECOLI			0	0					A
P37639	0	1	1	1	0	0	0	3	A	GADX_ECOLI			0	0	2				P
P37671	1	1	1	1	0	1	0	5	A	YIAJ_ECOLI	0	2	2	2	2				P
P37672	0	1	1	1	0	0	0	3	A	DLGD_ECOLI			0	0	0				A
P37673	0	1	1	1	0	0	0	3	A	YIAL_ECOLI			0	0	0				A
P37677	0	1	1	1	0	0	0	3	A	LYXK_ECOLI			1	2	2				P
P37678	0	1	1	1	0	1	0	4	A	SGBH_ECOLI			2	2	2				P
P37679	0	1	1	1	0	0	0	3	A	SGBU_ECOLI			0	2	0				P
P37680	0	1	1	1	0	0	0	3	A	SGBE_ECOLI			0	0	0				A
P37685	0	1	1	1	0	1	0	4	A	ALDB_ECOLI			2	2	2				P
P37745	1	1	1	1	0	0	1	5	A	RMLC_ECOLI	1.05	2	2	2	2			A	P
P37750	1	1	1	1	0	0	1	5	A	WBBJ_ECOLI	1.54	2	2	2	2			A	P
P37759	1	1	1	1	0	0	1	5	A	RMLB1_ECOLI	1.14	2	2	2	2			A	P
P37760	1	1	1	1	0	1	1	6	A	RMLD_ECOLI	1.61	2	2	2	2		6.254310572	A	P
P37766	0	1	1	1	0	0	0	3	A	YDIF_ECOLI			0	0	0				A
P37769	0	1	1	1	1	0	0	4	A	KDUD_ECOLI			0	0	0	0			A
P37906	0	1	1	1	0	0	1	4	A	PUUB_ECOLI			0	2	0			A	P
P38035	0	1	1	1	0	0	0	3	A	RTCR_ECOLI			0	0	0				A
P38104	0	1	1	1	1	1	0	5	A	RSPA_ECOLI			0	0	0	0			L
P39160	1	1	1	1	0	0	1	5	A	UXUB_ECOLI	0.31	2	2	2	2			A	P
P39161	0	1	1	1	0	0	1	4	A	UXUR_ECOLI			0	2	0			A	P
P39208	0	1	1	1	1	0	1	5	A	IDNK_ECOLI			2	2	2	0		A	P
P39274	0	1	1	1	0	1	0	4	A	YJDJ_ECOLI			2	2	2		2.935768221		P
P39280	0	1	1	1	0	0	1	4	A	YJEK_ECOLI			2	2	2			A	P
P39332	0	1	1	1	0	0	0	3	A	YJGH_ECOLI			2	2	0				P
P39333	0	1	1	1	0	0	1	4	A	YJGI_ECOLI			0	0	0			A	A
P39334	1	1	1	1	0	0	1	5	A	YJGJ_ECOLI	0.18	2	1	0	0			A	P
P39336	0	1	1	1	1	1	0	5	A	YJGL_ECOLI			0	0	0	0			L
P39343	0	1	1	1	0	0	1	4	A	IDNR_ECOLI			2	0	2			A	P
P39353	1	1	1	1	1	0	1	6	A	YJHC_ECOLI	1	2	2	2	2	0		A	P
P39361	0	1	1	1	0	0	1	4	A	SGCR_ECOLI			0	0	0			A	A
P39362	0	1	1	1	0	1	1	5	A	SGCE_ECOLI			2	0	0			A	P
P39363	0	1	1	1	0	0	1	4	A	SGCA_ECOLI			2	2	2			A	P
P39364	0	1	1	1	0	0	1	4	A	SGCQ_ECOLI			0	0	0			A	A
P39366	0	1	1	1	0	0	0	3	A	SGCX_ECOLI			0	2					P
P39367	0	1	1	1	0	1	1	5	A	YJHP_ECOLI			2	2	2			A	P
P39368	0	1	1	1	0	0	0	3	A	YJHQ_ECOLI			0	2	0				P
P39370	0	1	1	1	0	0	0	3	A	YJHS_ECOLI			0	0	0				A
